时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1431.2838721590454,833.3333333333333,0.0,6743.397646595862,7493.397646595862,0.0
2,0:10-0:20,1429.7180955493684,833.3333333333333,0.0,7493.397646595862,8243.397646595862,0.0
3,0:20-0:30,1436.4259618842989,833.3333333333333,0.0,8243.397646595862,8993.397646595862,10.75903811570106
4,0:30-0:40,942.4113174240858,340.6692909072604,0.0,8993.397646595862,9300.000008412397,0.0
5,0:40-0:50,1434.77825527054,833.3333333333333,0.0,9300.000008412397,10050.000008412397,0.0
6,0:50-1:00,605.495834788687,0.0,0.0,10050.000008412397,10050.000008412397,0.0
7,1:00-1:10,603.0609382460401,0.0,0.0,10050.000008412397,10050.000008412397,0.0
8,1:10-1:20,588.2623604506039,0.0,0.0,10050.000008412397,10050.000008412397,23.22138954939612
9,1:20-1:30,577.9895453306283,0.0,0.0,10050.000008412397,10050.000008412397,20.227121336038408
10,1:30-1:40,587.6813568652022,0.0,0.0,10050.000008412397,10050.000008412397,0.0
11,1:40-1:50,609.8889907365776,0.0,0.0,10050.000008412397,10050.000008412397,0.0
12,1:50-2:00,625.8665096026215,0.0,0.0,10050.000008412397,10050.000008412397,0.0
13,2:00-2:10,616.7000544324991,0.0,0.0,10050.000008412397,10050.000008412397,0.0
14,2:10-2:20,607.6900683537956,0.0,0.0,10050.000008412397,10050.000008412397,0.0
15,2:20-2:30,610.415922442596,0.0,0.0,10050.000008412397,10050.000008412397,0.0
16,2:30-2:40,614.6991883645082,0.0,0.0,10050.000008412397,10050.000008412397,0.0
17,2:40-2:50,637.0121187501741,0.0,0.0,10050.000008412397,10050.000008412397,0.0
18,2:50-3:00,654.2404976271796,0.0,0.0,10050.000008412397,10050.000008412397,0.0
19,3:00-3:10,619.8940905269761,0.0,0.0,10050.000008412397,10050.000008412397,0.0
20,3:10-3:20,584.7747014238315,0.0,0.0,10050.000008412397,10050.000008412397,37.11768190950181
21,3:20-3:30,587.5625970692239,0.0,0.0,10050.000008412397,10050.000008412397,32.605736264109396
22,3:30-3:40,628.02175637087,0.0,0.0,10050.000008412397,10050.000008412397,0.0
23,3:40-3:50,638.8515682359508,0.0,0.0,10050.000008412397,10050.000008412397,0.0
24,3:50-4:00,620.7505522112587,0.0,0.0,10050.000008412397,10050.000008412397,0.0
25,4:00-4:10,626.2779047469095,0.0,0.0,10050.000008412397,10050.000008412397,0.0
26,4:10-4:20,630.557958229142,0.0,0.0,10050.000008412397,10050.000008412397,0.0
27,4:20-4:30,631.3327938501416,0.0,0.0,10050.000008412397,10050.000008412397,0.0
28,4:30-4:40,651.7452175259422,0.0,0.0,10050.000008412397,10050.000008412397,0.0
29,4:40-4:50,648.4211547368094,0.0,0.0,10050.000008412397,10050.000008412397,0.0
30,4:50-5:00,617.7155546743272,0.0,0.0,10050.000008412397,10050.000008412397,7.879445325672805
31,5:00-5:10,605.8578108173638,0.0,0.0,10050.000008412397,10050.000008412397,13.576105849302891
32,5:10-5:20,631.006461963463,0.0,0.0,10050.000008412397,10050.000008412397,0.0
33,5:20-5:30,652.4632183113238,0.0,0.0,10050.000008412397,10050.000008412397,0.0
34,5:30-5:40,1460.1758034062586,833.3333239862261,0.0,10050.000008412397,10800.0,0.0
35,5:40-5:50,702.3877132281224,0.0,0.0,10800.0,10800.0,0.0
36,5:50-6:00,11.058110517724685,0.0,833.3333333333333,10800.0,9874.074074074075,0.0
37,6:00-6:10,1.6277757810040612,0.0,833.3333333333333,9874.074074074075,8948.14814814815,0.0
38,6:10-6:20,0.0,0.0,765.7524144191575,8948.14814814815,8097.312132126864,0.0
39,6:20-6:30,0.0,0.0,712.3965770430618,8097.312132126864,7305.760379856795,0.0
40,6:30-6:40,0.0,0.0,660.3065747086085,7305.760379856795,6572.086407958342,0.0
41,6:40-6:50,165.98704244797977,0.0,451.6191817156374,6572.086407958342,6070.287317163189,0.0
42,6:50-7:00,576.8644253812233,0.0,0.0,6070.287317163189,6070.287317163189,0.0
43,7:00-7:10,527.7436185769725,0.0,0.0,6070.287317163189,6070.287317163189,0.0
44,7:10-7:20,487.5874816025473,0.0,0.0,6070.287317163189,6070.287317163189,0.0
45,7:20-7:30,435.69450795386234,0.0,0.0,6070.287317163189,6070.287317163189,0.0
46,7:30-7:40,353.3377954342592,0.0,0.0,6070.287317163189,6070.287317163189,0.0
47,7:40-7:50,0.0,0.0,426.611265051532,6070.287317163189,5596.274800439264,0.0
48,7:50-8:00,0.0,0.0,578.3388668749786,5596.274800439264,4953.676059467066,0.0
49,8:00-8:10,0.0,0.0,533.3627925932744,4953.676059467066,4361.050734363427,0.0
50,8:10-8:20,0.0,0.0,456.2376834758811,4361.050734363427,3854.1199749457815,0.0
51,8:20-8:30,0.0,0.0,439.01001983692413,3854.1199749457815,3366.3310640158656,0.0
52,8:30-8:40,0.0,0.0,392.5910966854336,3366.3310640158656,2930.1187343653837,0.0
53,8:40-8:50,0.0,0.0,326.94862736302946,2930.1187343653837,2566.8424817397954,0.0
54,8:50-9:00,0.0,0.0,278.8279470174051,2566.8424817397954,2257.0336517204564,0.0
55,9:00-9:10,0.0,0.0,237.41087679667146,2257.0336517204564,1993.2437886130438,0.0
56,9:10-9:20,0.0,0.0,180.0738010726161,1993.2437886130438,1793.1617874212482,0.0
57,9:20-9:30,0.0,0.0,128.0064007676575,1793.1617874212482,1650.932453234962,0.0
58,9:30-9:40,0.0,0.0,97.81616235759464,1650.932453234962,1542.24782839319,0.0
59,9:40-9:50,0.0,0.0,78.45592264666698,1542.24782839319,1455.0745810080045,0.0
60,9:50-10:00,0.0,0.0,65.81782042605903,1455.0745810080045,1381.9436694234946,0.0
61,10:00-10:10,0.0,0.0,77.50418482394582,1381.9436694234946,1295.8279085079992,0.0
62,10:10-10:20,0.0,0.0,65.76074367852448,1295.8279085079992,1222.7604155318609,0.0
63,10:20-10:30,0.0,0.0,20.48292037810984,1222.7604155318609,1200.0016151117388,0.0
64,10:30-10:40,0.0,15.864573642072855,0.0,1200.0016151117388,1214.2797313896044,0.0
65,10:40-10:50,0.0,32.45764997140668,0.0,1214.2797313896044,1243.4916163638704,0.0
66,10:50-11:00,765.8168397600579,833.3333333333333,0.0,1243.4916163638704,1993.4916163638704,0.0
67,11:00-11:10,743.4835197774499,833.3333333333333,0.0,1993.4916163638704,2743.4916163638704,0.0
68,11:10-11:20,719.364915519826,833.3333333333333,0.0,2743.4916163638704,3493.4916163638704,4.127267813506933
69,11:20-11:30,703.1648542748114,833.3333333333333,0.0,3493.4916163638704,4243.49161636387,0.0
70,11:30-11:40,706.1832906594185,833.3333333333333,0.0,4243.49161636387,4993.49161636387,0.0
71,11:40-11:50,711.3967105322022,833.3333333333333,0.0,4993.49161636387,5743.49161636387,0.0
72,11:50-12:00,698.5508603223781,833.3333333333333,0.0,5743.49161636387,6493.49161636387,0.0
73,12:00-12:10,643.3167993040043,833.3333333333333,0.0,6493.49161636387,7243.49161636387,0.0
74,12:10-12:20,618.0830894227689,833.3333333333333,0.0,7243.49161636387,7993.49161636387,0.0
75,12:20-12:30,626.0719047921662,833.3333333333333,0.0,7993.49161636387,8743.49161636387,0.0
76,12:30-12:40,631.9379822145617,833.3333333333333,0.0,8743.49161636387,9493.49161636387,1.565917785438387
77,12:40-12:50,656.3701493204832,833.3333333333333,0.0,9493.49161636387,10243.49161636387,3.864950679516596
78,12:50-13:00,0.0,134.31758058922173,0.0,10243.49161636387,10364.37743889417,0.0
79,13:00-13:10,0.0,70.21236420704759,0.0,10364.37743889417,10427.568566680513,0.0
80,13:10-13:20,0.0,49.249557584872036,0.0,10427.568566680513,10471.893168506898,0.0
81,13:20-13:30,0.0,58.35438805744161,0.0,10471.893168506898,10524.412117758595,0.0
82,13:30-13:40,0.0,53.300693991009325,0.0,10524.412117758595,10572.382742350503,0.0
83,13:40-13:50,0.0,39.12368462020879,0.0,10572.382742350503,10607.59405850869,0.0
84,13:50-14:00,0.0,11.160505833947468,0.0,10607.59405850869,10617.638513759242,0.0
85,14:00-14:10,0.0,0.0,21.670299379360586,10617.638513759242,10593.560403337731,0.0
86,14:10-14:20,0.0,0.0,55.43883212139758,10593.560403337731,10531.961700980622,0.0
87,14:20-14:30,0.0,0.0,94.34864903485175,10531.961700980622,10427.129868719676,0.0
88,14:30-14:40,0.0,0.0,146.03940227694034,10427.129868719676,10264.863866189742,0.0
89,14:40-14:50,0.0,0.0,186.19838430372283,10264.863866189742,10057.97677251894,0.0
90,14:50-15:00,202.9570189587805,0.0,0.0,10057.97677251894,10057.97677251894,0.0
91,15:00-15:10,1049.1018333508327,824.4702527567331,0.0,10057.97677251894,10800.0,0.0
92,15:10-15:20,280.966671954233,0.0,0.0,10800.0,10800.0,0.0
93,15:20-15:30,351.36230050926673,0.0,0.0,10800.0,10800.0,0.0
94,15:30-15:40,392.1757441324527,0.0,0.0,10800.0,10800.0,10.606522534213923
95,15:40-15:50,428.31006473411026,0.0,0.0,10800.0,10800.0,24.14238526588963
96,15:50-16:00,468.17565480379716,0.0,0.0,10800.0,10800.0,39.148511862869555
97,16:00-16:10,504.11674563251097,0.0,0.0,10800.0,10800.0,58.144804367489144
98,16:10-16:20,572.0198692775339,0.0,0.0,10800.0,10800.0,27.047347389132824
99,16:20-16:30,653.2147037970681,0.0,0.0,10800.0,10800.0,0.0
100,16:30-16:40,700.858395320003,0.0,0.0,10800.0,10800.0,0.0
101,16:40-16:50,740.0121324356078,0.0,0.0,10800.0,10800.0,2.712150897725337
102,16:50-17:00,787.4472920085402,0.0,0.0,10800.0,10800.0,0.0
103,17:00-17:10,837.4019673120508,0.0,0.0,10800.0,10800.0,5.830482687949228
