时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,557.2721800943275,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
2,0:10-0:20,533.0668707377328,0.0,0.0,5737.1816391396305,5737.1816391396305,0.28177926226715044
3,0:20-0:30,510.69215954540385,0.0,0.0,5737.1816391396305,5737.1816391396305,56.217840454596114
4,0:30-0:40,537.1415824848276,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
5,0:40-0:50,549.1854492088753,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
6,0:50-1:00,540.8122131186358,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
7,1:00-1:10,541.7534012677461,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
8,1:10-1:20,529.7885616427961,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
9,1:20-1:30,513.7341653535947,0.0,0.0,5737.1816391396305,5737.1816391396305,13.629167979738554
10,1:30-1:40,526.6052019026095,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
11,1:40-1:50,519.6099427356545,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
12,1:50-2:00,497.2529771945719,0.0,0.0,5737.1816391396305,5737.1816391396305,1.8503561387614127
13,2:00-2:10,507.63156217313434,0.0,0.0,5737.1816391396305,5737.1816391396305,4.435337826865691
14,2:10-2:20,506.2950246229613,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
15,2:20-2:30,497.7913154190182,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
16,2:30-2:40,516.9967978669366,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
17,2:40-2:50,493.9018333567806,0.0,0.0,5737.1816391396305,5737.1816391396305,0.0
18,2:50-3:00,450.6795014318354,0.0,0.0,5737.1816391396305,5737.1816391396305,38.6938319014979
19,3:00-3:10,469.9641028786166,0.0,0.0,5737.1816391396305,5737.1816391396305,16.733930454716763
20,3:10-3:20,478.16614664569596,0.0,0.0,5737.1816391396305,5737.1816391396305,13.672653354304032
21,3:20-3:30,467.03682032282774,0.0,0.0,5737.1816391396305,5737.1816391396305,29.21484634383893
