时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1438.193771609311,833.3333333333333,0.0,5850.692853426727,6600.692853426727,0.0
2,0:10-0:20,1422.0814858990814,833.3333333333333,0.0,6600.692853426727,7350.692853426728,0.8970141009185681
3,0:20-0:30,1437.280156230845,833.3333333333333,0.0,7350.692853426728,8100.692853426728,0.0
4,0:30-0:40,1488.4131264814218,833.3333333333333,0.0,8100.692853426728,8850.692853426728,0.0
5,0:40-0:50,1514.147070239435,833.3333333333333,0.0,8850.692853426728,9600.692853426728,0.0
6,0:50-1:00,652.6453806981925,0.0,0.0,9600.692853426728,9600.692853426728,0.0
7,1:00-1:10,605.670252139678,0.0,0.0,9600.692853426728,9600.692853426728,4.678264526988642
8,1:10-1:20,612.8787626257941,0.0,0.0,9600.692853426728,9600.692853426728,20.357187374205864
9,1:20-1:30,1153.6842367487861,499.23016285919095,0.0,9600.692853426728,10050.0,0.0
10,1:30-1:40,645.413478497518,0.0,0.0,10050.0,10050.0,0.0
11,1:40-1:50,654.4500323316747,0.0,0.0,10050.0,10050.0,0.0
12,1:50-2:00,688.0001704243052,0.0,0.0,10050.0,10050.0,0.0
13,2:00-2:10,678.1302209642537,0.0,0.0,10050.0,10050.0,0.0
14,2:10-2:20,658.143069167266,0.0,0.0,10050.0,10050.0,0.0
15,2:20-2:30,655.356944897735,0.0,0.0,10050.0,10050.0,0.0
16,2:30-2:40,652.4721325801906,0.0,0.0,10050.0,10050.0,0.0
17,2:40-2:50,659.9444115547155,0.0,0.0,10050.0,10050.0,0.0
18,2:50-3:00,674.9236666047154,0.0,0.0,10050.0,10050.0,0.0
19,3:00-3:10,685.0943125551669,0.0,0.0,10050.0,10050.0,11.663370778166382
20,3:10-3:20,693.9070340375473,0.0,0.0,10050.0,10050.0,0.0
21,3:20-3:30,686.357547111771,0.0,0.0,10050.0,10050.0,0.0
22,3:30-3:40,657.3658801306467,0.0,0.0,10050.0,10050.0,46.048419869353324
23,3:40-3:50,661.8942204689831,0.0,0.0,10050.0,10050.0,75.4267295310168
24,3:50-4:00,689.7323638968039,0.0,0.0,10050.0,10050.0,0.0
25,4:00-4:10,687.0139361082557,0.0,0.0,10050.0,10050.0,0.0
26,4:10-4:20,696.8553614953266,0.0,0.0,10050.0,10050.0,0.0
27,4:20-4:30,727.8156123995881,0.0,0.0,10050.0,10050.0,0.0
28,4:30-4:40,731.9493509319527,0.0,0.0,10050.0,10050.0,0.0
29,4:40-4:50,707.2903213489608,0.0,0.0,10050.0,10050.0,0.0
30,4:50-5:00,698.2095188285887,0.0,0.0,10050.0,10050.0,0.0
31,5:00-5:10,741.474089777375,0.0,0.0,10050.0,10050.0,0.0
32,5:10-5:20,747.6844775057789,0.0,0.0,10050.0,10050.0,0.0
33,5:20-5:30,709.2274501593434,0.0,0.0,10050.0,10050.0,0.0
34,5:30-5:40,1555.2408538532927,833.3333333333333,0.0,10050.0,10800.0,0.0
35,5:40-5:50,805.1831279099712,0.0,0.0,10800.0,10800.0,0.0
36,5:50-6:00,897.100970190458,0.0,0.0,10800.0,10800.0,18.007363142875192
37,6:00-6:10,248.55764825976166,0.0,674.9999980043237,10800.0,10050.000002217417,0.0
38,6:10-6:20,915.0428735658892,0.0,0.0,10050.000002217417,10050.000002217417,0.0
39,6:20-6:30,907.8136726962621,0.0,0.0,10050.000002217417,10050.000002217417,23.36132730373788
40,6:30-6:40,933.7075821468136,0.0,0.0,10050.000002217417,10050.000002217417,0.0
41,6:40-6:50,949.1083259872402,0.0,0.0,10050.000002217417,10050.000002217417,0.0
42,6:50-7:00,945.2745482963729,0.0,0.0,10050.000002217417,10050.000002217417,0.0
43,7:00-7:10,905.9790797061926,0.0,0.0,10050.000002217417,10050.000002217417,0.0
44,7:10-7:20,859.0344382705117,0.0,0.0,10050.000002217417,10050.000002217417,0.0
45,7:20-7:30,801.44995240624,0.0,0.0,10050.000002217417,10050.000002217417,0.0
46,7:30-7:40,1584.8088630210868,833.3333308695354,0.0,10050.000002217417,10800.0,0.0
47,7:40-7:50,843.653359205303,0.0,0.0,10800.0,10800.0,0.0
48,7:50-8:00,174.98957913080062,0.0,833.3333333333333,10800.0,9874.074074074075,0.0
49,8:00-8:10,165.8935788224344,0.0,833.3333333333333,9874.074074074075,8948.14814814815,0.0
50,8:10-8:20,82.94507182779171,0.0,833.3333333333333,8948.14814814815,8022.2222222222235,0.0
51,8:20-8:30,18.250611554576153,0.0,833.3333333333333,8022.2222222222235,7096.296296296297,0.0
52,8:30-8:40,0.0,0.0,805.9142409449688,7096.296296296297,6200.836028579665,0.0
53,8:40-8:50,0.0,0.0,765.0765444865233,6200.836028579665,5350.750979150195,0.0
54,8:50-9:00,0.0,0.0,717.5808053170231,5350.750979150195,4553.4389732423915,0.0
55,9:00-9:10,0.0,0.0,670.6870330838934,4553.4389732423915,3808.231158704732,0.0
56,9:10-9:20,0.0,0.0,636.1455344630948,3808.231158704732,3101.402787079071,0.0
57,9:20-9:30,120.78264401874628,0.0,485.31497409502975,3101.402787079071,2562.1639269734824,0.0
58,9:30-9:40,566.6773396175071,0.0,0.0,2562.1639269734824,2562.1639269734824,0.0
59,9:40-9:50,508.244570425181,0.0,0.0,2562.1639269734824,2562.1639269734824,0.0
60,9:50-10:00,0.0,0.0,461.064159978838,2562.1639269734824,2049.8704158858845,0.0
61,10:00-10:10,0.0,0.0,459.55596193123824,2049.8704158858845,1539.2526804067309,0.0
62,10:10-10:20,423.02126060668843,0.0,0.0,1539.2526804067309,1539.2526804067309,0.0
63,10:20-10:30,347.4947029120625,0.0,0.0,1539.2526804067309,1539.2526804067309,0.0
64,10:30-10:40,0.0,0.0,305.32741236605773,1539.2526804067309,1200.0,43.7520876339421
65,10:40-10:50,300.10457849415275,0.0,0.0,1200.0,1200.0,70.95617150584735
66,10:50-11:00,1146.079703819965,833.3333333333333,0.0,1200.0,1950.0,68.48821284670157
67,11:00-11:10,1135.0384413639758,833.3333333333333,0.0,1950.0,2700.0,60.39252530269073
68,11:10-11:20,1102.3900428578909,833.3333333333333,0.0,2700.0,3450.0,53.194440475442434
69,11:20-11:30,1090.198289971794,833.3333333333333,0.0,3450.0,4200.0,26.105460028205925
70,11:30-11:40,1111.0951383203453,833.3333333333333,0.0,4200.0,4950.0,0.0
71,11:40-11:50,1096.3454717172363,833.3333333333333,0.0,4950.0,5700.0,0.0
72,11:50-12:00,1032.4953183570124,833.3333333333333,0.0,5700.0,6450.0,0.0
73,12:00-12:10,981.219743028771,833.3333333333333,0.0,6450.0,7200.0,0.0
74,12:10-12:20,986.0319038375975,833.3333333333333,0.0,7200.0,7950.0,0.0
75,12:20-12:30,1016.3120753023042,833.3333333333333,0.0,7950.0,8700.0,0.0
76,12:30-12:40,1007.739964974884,833.3333333333333,0.0,8700.0,9450.0,0.0
77,12:40-12:50,1035.3736357797961,833.3333333333333,0.0,9450.0,10200.0,0.0
78,12:50-13:00,261.0155322199597,0.0,0.0,10200.0,10200.0,0.0
79,13:00-13:10,270.78456067220736,0.0,0.0,10200.0,10200.0,0.0
80,13:10-13:20,300.20233881676234,0.0,0.0,10200.0,10200.0,0.0
81,13:20-13:30,344.8386542949936,0.0,0.0,10200.0,10200.0,0.0
82,13:30-13:40,331.58623166074165,0.0,0.0,10200.0,10200.0,0.0
83,13:40-13:50,343.22262231353307,0.0,0.0,10200.0,10200.0,0.0
84,13:50-14:00,0.0,0.0,394.455760973882,10200.0,9761.715821140131,0.0
85,14:00-14:10,0.0,0.0,416.47560597040774,9761.715821140131,9298.965147839677,0.0
86,14:10-14:20,0.0,0.0,463.20034196448546,9298.965147839677,8784.298101212471,0.0
87,14:20-14:30,0.0,0.0,503.0623210974778,8784.298101212471,8225.339966659718,0.0
88,14:30-14:40,0.0,0.0,474.85990037215765,8225.339966659718,7697.717855135098,0.0
89,14:40-14:50,0.008555631470017033,0.0,510.1457541158461,7697.717855135098,7130.889239450825,0.0
90,14:50-15:00,1443.310738215771,833.3333333333333,0.0,7130.889239450825,7880.889239450825,0.0
91,15:00-15:10,1469.3996065433525,833.3333333333333,0.0,7880.889239450825,8630.889239450826,0.0
92,15:10-15:20,1465.5743875312714,833.3333333333333,0.0,8630.889239450826,9380.889239450826,8.56502913539515
93,15:20-15:30,1494.3918184834224,833.3333333333333,0.0,9380.889239450826,10130.889239450826,46.62943151657731
94,15:30-15:40,1467.0140951849617,743.4564006101949,0.0,10130.889239450826,10800.0,0.0
95,15:40-15:50,783.2454440802003,0.0,0.0,10800.0,10800.0,0.0
96,15:50-16:00,824.8128466004225,0.0,0.0,10800.0,10800.0,0.0
97,16:00-16:10,861.4362743543122,0.0,0.0,10800.0,10800.0,0.0
98,16:10-16:20,895.3308598713793,0.0,0.0,10800.0,10800.0,0.0
99,16:20-16:30,939.2906960821526,0.0,0.0,10800.0,10800.0,0.0
100,16:30-16:40,1014.450310739911,0.0,0.0,10800.0,10800.0,0.0
101,16:40-16:50,1061.713276562718,0.0,0.0,10800.0,10800.0,0.0
102,16:50-17:00,1065.0979409095141,0.0,0.0,10800.0,10800.0,0.0
103,17:00-17:10,1064.2508704125266,0.0,0.0,10800.0,10800.0,0.0
104,17:10-17:20,1070.2302179447256,0.0,0.0,10800.0,10800.0,0.0
105,17:20-17:30,1087.261881397214,0.0,0.0,10800.0,10800.0,0.0
106,17:30-17:40,1102.1132264723376,0.0,0.0,10800.0,10800.0,0.0
107,17:40-17:50,943.690196853584,0.0,0.0,10800.0,10800.0,0.0
108,17:50-18:00,723.5984829731515,0.0,0.0,10800.0,10800.0,0.0
109,18:00-18:10,724.5046817664975,0.0,0.0,10800.0,10800.0,0.0
110,18:10-18:20,760.7931394905097,0.0,0.0,10800.0,10800.0,0.0
111,18:20-18:30,739.1791118473777,0.0,0.0,10800.0,10800.0,0.0
112,18:30-18:40,756.9655487781271,0.0,0.0,10800.0,10800.0,0.0
113,18:40-18:50,316.906073340727,0.0,442.52152199126976,10800.0,10308.3094200097,0.0
114,18:50-19:00,0.0,0.0,734.2769570639064,10308.3094200097,9492.446134383137,14.18304293609367
115,19:00-19:10,0.0,0.0,738.3711104926234,9492.446134383137,8672.033789391333,0.0
116,19:10-19:20,0.0,0.0,751.653073999594,8672.033789391333,7836.863707169561,0.0
117,19:20-19:30,0.0,0.0,749.6197733412778,7836.863707169561,7003.952847901474,0.0
118,19:30-19:40,0.0,0.0,736.0979037275138,7003.952847901474,6186.066288204237,0.0
119,19:40-19:50,0.0,0.0,724.2573122050838,6186.066288204237,5381.3359413097,8.862187794916053
120,19:50-20:00,0.0,0.0,726.8990953638332,5381.3359413097,4573.670279794329,53.36923796949998
121,20:00-20:10,0.0,0.0,745.4460799088516,4573.670279794329,3745.396857673383,2.139820091148408
122,20:10-20:20,0.0,0.0,756.6086871726543,3745.396857673383,2904.720538592656,0.0
123,20:20-20:30,0.0,0.0,758.7037557816465,2904.720538592656,2061.7163655019376,0.0
124,20:30-20:40,0.0,0.0,775.544728951744,2061.7163655019376,1200.0,0.0
125,20:40-20:50,772.1815023862436,0.0,0.0,1200.0,1200.0,0.0
126,20:50-21:00,755.6984589282677,0.0,0.0,1200.0,1200.0,0.0
127,21:00-21:10,766.1985721733433,0.0,0.0,1200.0,1200.0,0.0
128,21:10-21:20,763.9563901543238,0.0,0.0,1200.0,1200.0,0.0
129,21:20-21:30,754.4006297336955,0.0,0.0,1200.0,1200.0,0.0
130,21:30-21:40,776.1070782982354,0.0,0.0,1200.0,1200.0,0.0
131,21:40-21:50,702.7451832125876,0.0,0.0,1200.0,1200.0,0.0
132,21:50-22:00,1413.354394018419,833.3333333333333,0.0,1200.0,1950.0,0.0
133,22:00-22:10,1413.2405591801546,833.3333333333333,0.0,1950.0,2700.0,0.0
134,22:10-22:20,613.2120098276882,0.0,0.0,2700.0,2700.0,0.0
135,22:20-22:30,1442.0263525293958,833.3333333333333,0.0,2700.0,3450.0,0.0
136,22:30-22:40,1418.5173211790807,833.3333333333333,0.0,3450.0,4200.0,0.0
137,22:40-22:50,583.4365060180804,0.0,0.0,4200.0,4200.0,0.0
138,22:50-23:00,1433.9527664644297,833.3333333333333,0.0,4200.0,4950.0,0.0
139,23:00-23:10,612.4518034927908,0.0,0.0,4950.0,4950.0,0.0
140,23:10-23:20,606.2426621457365,0.0,0.0,4950.0,4950.0,0.0
141,23:20-23:30,1425.6963129638941,833.3333333333333,0.0,4950.0,5700.0,0.0
142,23:30-23:40,743.8692015813294,154.61940479711808,0.0,5700.0,5839.157464317406,0.7104198824551986
143,23:40-23:50,595.8631294497095,0.0,0.0,5839.157464317406,5839.157464317406,0.0
144,23:50-0:00+1,606.4917332014022,0.0,0.0,5839.157464317406,5839.157464317406,0.0
