date,t,time_period,initial_purchase_kwh,final_purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,actual_load_kwh,actual_pv_kwh,soc_before_kwh,soc_after_kwh,surplus_kwh,price_yuan_per_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,0,0:00-0:10,1370.9550105020003,1370.9550105020003,833.3333333333334,0.0,0.0,422.0303666666667,0.0,6000.0,6750.0,115.59131050200028,0.4248,582.3816884612497,0.0,0.0,582.3816884612497
2025-02-01,1,0:10-0:20,1361.8272245399598,1361.8272245399598,833.3333333333333,0.0,0.0,415.4073166666667,0.0,6750.0,7500.000000000004,113.08657453995988,0.4245,578.0956568172129,0.0,0.0,578.0956568172129
2025-02-01,2,0:20-0:30,1358.3575307690162,1358.3575307690162,833.3333333333334,0.0,0.0,410.7166666666667,0.0,7500.000000000004,8250.000000000004,114.30753076901613,0.4269,579.8828298852931,0.0,0.0,579.8828298852931
2025-02-01,3,0:30-0:40,1369.9664956940442,1369.9664956940442,833.3333333333335,0.0,0.0,430.29479999999995,0.0,8250.000000000004,9000.000000000004,106.33836236071079,0.4272,585.2496869604958,0.0,0.0,585.2496869604958
2025-02-01,4,0:40-0:50,1384.3184591679988,1384.3184591679988,833.3333333333333,0.0,0.0,424.4105833333333,0.0,9000.000000000004,9750.000000000004,126.57454250133219,0.4271,591.2424139106522,0.0,0.0,591.2424139106522
2025-02-01,5,0:50-1:00,559.8345351308564,559.8345351308564,0.0,0.0,0.0,406.0516666666666,0.0,9750.000000000004,9750.000000000004,153.78286846418973,0.4285,239.88909830357196,0.0,0.0,239.88909830357196
2025-02-01,6,1:00-1:10,563.3230548541426,563.3230548541426,0.0,0.0,0.0,436.7501833333333,0.0,9750.000000000004,9750.000000000004,126.57287152080926,0.4311,242.84856894762086,0.0,0.0,242.84856894762086
2025-02-01,7,1:10-1:20,558.0516249708635,558.0516249708635,0.0,0.0,0.0,451.7976833333333,0.0,9750.000000000004,9750.000000000004,106.2539416375302,0.4302,240.0738090624655,0.0,0.0,240.0738090624655
2025-02-01,8,1:20-1:30,884.4203216791624,884.4203216791624,333.3333333333285,0.0,0.0,446.08,0.0,9750.000000000004,10050.0,105.00698834583392,0.4279,378.4434556465136,0.0,0.0,378.4434556465136
2025-02-01,9,1:30-1:40,555.630066865565,555.630066865565,0.0,0.0,0.0,471.7663333333333,0.0,10050.0,10050.0,83.86373353223172,0.4312,239.58768483243165,0.0,0.0,239.58768483243165
2025-02-01,10,1:40-1:50,564.0315467105177,564.0315467105177,0.0,0.0,0.0,448.02596666666665,0.0,10050.0,10050.0,116.00558004385101,0.4333,244.3948691896673,0.0,0.0,244.3948691896673
2025-02-01,11,1:50-2:00,573.0827820314062,573.0827820314062,0.0,0.0,0.0,397.4033333333333,0.0,10050.0,10050.0,175.67944869807286,0.4311,247.05598733373918,0.0,0.0,247.05598733373918
2025-02-01,12,2:00-2:10,586.6305805535258,586.6305805535258,0.0,0.0,0.0,434.0906333333333,0.0,10050.0,10050.0,152.53994722019246,0.4293,251.8405082316286,0.0,0.0,251.8405082316286
2025-02-01,13,2:10-2:20,597.6429693087296,597.6429693087296,0.0,0.0,0.0,490.5609166666666,0.0,10050.0,10050.0,107.08205264206293,0.4324,258.42081992909465,0.0,0.0,258.42081992909465
2025-02-01,14,2:20-2:30,596.6197375090296,596.6197375090296,0.0,0.0,0.0,503.22,0.0,10050.0,10050.0,93.39973750902959,0.4367,260.5438393701932,0.0,0.0,260.5438393701932
2025-02-01,15,2:30-2:40,580.4426384041706,580.4426384041706,0.0,0.0,0.0,474.07281666666665,0.0,10050.0,10050.0,106.36982173750391,0.4348,252.3764591781334,0.0,0.0,252.3764591781334
2025-02-01,16,2:40-2:50,569.4385436990597,569.4385436990597,0.0,0.0,0.0,461.38439999999997,0.0,10050.0,10050.0,108.0541436990597,0.4335,246.85160869354237,0.0,0.0,246.85160869354237
2025-02-01,17,2:50-3:00,575.0716555456069,575.0716555456069,0.0,0.0,0.0,476.94166666666666,0.0,10050.0,10050.0,98.1299888789402,0.4357,250.5587203212209,0.0,0.0,250.5587203212209
