时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,530.2929300788201,0.0,0.0,10800.0,10800.0,0.0
2,0:10-0:20,537.1701967229253,0.0,0.0,10800.0,10800.0,0.0
3,0:20-0:30,526.2268391729634,0.0,0.0,10800.0,10800.0,40.683160827036545
4,0:30-0:40,520.7024516668945,0.0,0.0,10800.0,10800.0,0.0
5,0:40-0:50,524.5591082751587,0.0,0.0,10800.0,10800.0,0.0
6,0:50-1:00,528.7460932293823,0.0,0.0,10800.0,10800.0,0.0
7,1:00-1:10,519.1467278874917,0.0,0.0,10800.0,10800.0,0.0
8,1:10-1:20,493.8744263786333,0.0,0.0,10800.0,10800.0,3.763690288033331
9,1:20-1:30,477.42618182072204,0.0,0.0,10800.0,10800.0,49.937151512611194
10,1:30-1:40,496.4613388508193,0.0,0.0,10800.0,10800.0,14.346277815847316
11,1:40-1:50,496.75442904965485,0.0,0.0,10800.0,10800.0,0.0
12,1:50-2:00,481.50316095213054,0.0,0.0,10800.0,10800.0,17.600172381202754
13,2:00-2:10,501.6977685471136,0.0,0.0,10800.0,10800.0,10.36913145288645
14,2:10-2:20,492.33169447444766,0.0,0.0,10800.0,10800.0,9.851888858885673
15,2:20-2:30,459.3699836684009,0.0,0.0,10800.0,10800.0,13.755016331599109
16,2:30-2:40,474.11808623786095,0.0,0.0,10800.0,10800.0,0.0
17,2:40-2:50,470.26189871820634,0.0,0.0,10800.0,10800.0,0.0
18,2:50-3:00,444.39765498935594,0.0,0.0,10800.0,10800.0,44.975678343977336
19,3:00-3:10,461.858056622057,0.0,0.0,10800.0,10800.0,24.839976711276343
20,3:10-3:20,472.3951880462614,0.0,0.0,10800.0,10800.0,19.443611953738582
21,3:20-3:30,467.8218041878198,0.0,0.0,10800.0,10800.0,28.42986247884687
22,3:30-3:40,490.0456154405032,0.0,0.0,10800.0,10800.0,0.0
23,3:40-3:50,495.5424992178207,0.0,0.0,10800.0,10800.0,0.0
24,3:50-4:00,471.8293659370712,0.0,0.0,10800.0,10800.0,5.202300729595436
25,4:00-4:10,453.74022992300604,0.0,0.0,10800.0,10800.0,20.541753410327303
26,4:10-4:20,452.0467148859739,0.0,0.0,10800.0,10800.0,6.111785114026077
27,4:20-4:30,457.9880116262983,0.0,0.0,10800.0,10800.0,0.0
28,4:30-4:40,455.2765416609867,0.0,0.0,10800.0,10800.0,0.0
29,4:40-4:50,448.9473466024175,0.0,0.0,10800.0,10800.0,1.4394033975824527
30,4:50-5:00,442.68669931361876,0.0,0.0,10800.0,10800.0,11.487467353047895
31,5:00-5:10,436.67263885280573,0.0,0.0,10800.0,10800.0,0.0
32,5:10-5:20,405.4520929723878,0.0,0.0,10800.0,10800.0,0.0
33,5:20-5:30,427.51305105634367,0.0,0.0,10800.0,10800.0,0.0
34,5:30-5:40,391.1239437656818,0.0,0.0,10800.0,10800.0,0.0
35,5:40-5:50,0.0,0.0,344.377905221201,10800.0,10417.357883087554,0.0
36,5:50-6:00,0.0,0.0,442.5565875414744,10417.357883087554,9925.628341374804,0.0
37,6:00-6:10,0.0,0.0,395.0413415038448,9925.628341374804,9486.693517481643,0.0
38,6:10-6:20,0.0,0.0,330.19454587407546,9486.693517481643,9119.81068873267,0.0
39,6:20-6:30,0.0,0.0,289.0651063129701,9119.81068873267,8798.627237273815,0.0
40,6:30-6:40,0.0,0.0,255.05735786614508,8798.627237273815,8515.230172978097,0.0
41,6:40-6:50,0.0,0.0,240.2189181118702,8515.230172978097,8248.320263964908,0.0
42,6:50-7:00,0.0,0.0,217.35623479082835,8248.320263964908,8006.813336419543,0.0
43,7:00-7:10,0.0,0.0,184.82039857624852,8006.813336419543,7801.457338001489,0.0
44,7:10-7:20,0.0,0.0,124.03421347263975,7801.457338001489,7663.641545254111,0.0
45,7:20-7:30,0.0,0.0,130.34246804742816,7663.641545254111,7518.816580756969,0.0
46,7:30-7:40,0.0,0.0,92.76817531687175,7518.816580756969,7415.7408304048895,0.0
47,7:40-7:50,0.0,0.0,133.90880518114136,7415.7408304048895,7266.95326909251,0.0
48,7:50-8:00,0.0,0.0,163.15483908050226,7266.95326909251,7085.6701145586185,0.0
49,8:00-8:10,0.0,0.0,173.81791924557228,7085.6701145586185,6892.53909317465,0.0
50,8:10-8:20,0.0,0.0,83.45537521293659,6892.53909317465,6799.810898493609,0.0
51,8:20-8:30,0.0,0.0,5.567603516494955,6799.810898493609,6793.62467236417,0.0
52,8:30-8:40,0.0,27.710974435755134,0.0,6793.62467236417,6818.56454935635,0.0
53,8:40-8:50,0.0,56.62902414465816,0.0,6818.56454935635,6869.5306710865425,0.0
54,8:50-9:00,0.0,60.33109871787474,0.0,6869.5306710865425,6923.828659932629,0.0
55,9:00-9:10,0.0,56.427620706649236,0.0,6923.828659932629,6974.6135185686135,0.0
56,9:10-9:20,0.0,47.51312426749598,0.0,6974.6135185686135,7017.37533040936,0.0
57,9:20-9:30,0.0,87.3318957243705,0.0,7017.37533040936,7095.974036561293,0.0
58,9:30-9:40,0.0,178.1223399211077,0.0,7095.974036561293,7256.28414249029,0.0
59,9:40-9:50,0.0,109.65400304527532,0.0,7256.28414249029,7354.972745231038,0.0
60,9:50-10:00,0.0,69.96226542501017,0.0,7354.972745231038,7417.938784113548,0.0
61,10:00-10:10,0.0,82.96605974214833,0.0,7417.938784113548,7492.608237881481,0.0
62,10:10-10:20,0.0,92.67442053357456,0.0,7492.608237881481,7576.015216361698,0.0
63,10:20-10:30,0.0,95.04244475416897,0.0,7576.015216361698,7661.5534166404495,0.0
64,10:30-10:40,0.0,85.63090290861146,0.0,7661.5534166404495,7738.6212292581995,0.0
