时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,590.9267666666666,0.0,0.0,9765.492572527799,9765.492572527799,5.090950000000021
2,0:10-0:20,893.8566721913344,316.1193638580011,0.0,9765.492572527799,10050.0,11.907858333333479
3,0:20-0:30,597.2475,0.0,0.0,10050.0,10050.0,0.0
4,0:30-0:40,622.4866333333333,0.0,0.0,10050.0,10050.0,0.0
5,0:40-0:50,632.5144,0.0,0.0,10050.0,10050.0,0.0
6,0:50-1:00,622.0483333333333,0.0,0.0,10050.0,10050.0,0.0
7,1:00-1:10,604.476175,0.0,0.0,10050.0,10050.0,5.872341666666671
8,1:10-1:20,612.5277583333333,0.0,0.0,10050.0,10050.0,20.70819166666672
9,1:20-1:30,632.3008333333333,0.0,0.0,10050.0,10050.0,0.0
10,1:30-1:40,619.14015,0.0,0.0,10050.0,10050.0,18.349116666666646
11,1:40-1:50,608.9236249999999,0.0,0.0,10050.0,10050.0,13.444375000000036
12,1:50-2:00,618.6016666666667,0.0,0.0,10050.0,10050.0,0.0
13,2:00-2:10,629.9220333333333,0.0,0.0,10050.0,10050.0,12.824200000000019
14,2:10-2:20,642.2242833333332,0.0,0.0,10050.0,10050.0,11.644833333333395
15,2:20-2:30,657.4808333333333,0.0,0.0,10050.0,10050.0,0.0
16,2:30-2:40,670.3660083333333,0.0,0.0,10050.0,10050.0,0.0
17,2:40-2:50,657.2917416666667,0.0,0.0,10050.0,10050.0,0.0
18,2:50-3:00,638.5516666666667,0.0,0.0,10050.0,10050.0,0.0
19,3:00-3:10,659.1609666666666,0.0,0.0,10050.0,10050.0,37.59671666666668
20,3:10-3:20,671.5874249999999,0.0,0.0,10050.0,10050.0,14.301358333333383
21,3:20-3:30,656.0083333333333,0.0,0.0,10050.0,10050.0,0.0
22,3:30-3:40,642.3440583333334,0.0,0.0,10050.0,10050.0,61.070241666666675
23,3:40-3:50,652.4220083333332,0.0,0.0,10050.0,10050.0,84.8989416666667
24,3:50-4:00,670.1891666666666,0.0,0.0,10050.0,10050.0,9.669166666666797
25,4:00-4:10,662.5097583333334,0.0,0.0,10050.0,10050.0,10.647308333333285
26,4:10-4:20,667.12075,0.0,0.0,10050.0,10050.0,13.27848333333327
27,4:20-4:30,695.1333333333333,0.0,0.0,10050.0,10050.0,0.0
28,4:30-4:40,714.4068333333332,0.0,0.0,10050.0,10050.0,0.0
29,4:40-4:50,700.8296416666666,0.0,0.0,10050.0,10050.0,0.0
30,4:50-5:00,680.7758333333334,0.0,0.0,10050.0,10050.0,0.0
31,5:00-5:10,701.7533,0.0,0.0,10050.0,10050.0,1.2366833333333587
32,5:10-5:20,706.6305583333333,0.0,0.0,10050.0,10050.0,2.244175000000041
33,5:20-5:30,674.6658333333332,0.0,0.0,10050.0,10050.0,3.097500000000082
34,5:30-5:40,1494.1730833333331,833.3333333333333,0.0,10050.0,10800.0,18.784666666666798
