date,t,interval,initial_purchase_kwh,final_purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,load_kwh,pv_kwh,soc_before_kwh,soc_after_kwh,actual_price_yuan_kwh,forecast_price_yuan_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,0,0:00-0:10,1370.9550105020003,1370.9550105020003,833.3333333333334,0.0,0.0,422.0303666666667,0.0,1200.0,1950.0,0.3281,0.3281,449.8103389457063,0.0,0.0,449.8103389457063
2025-02-01,1,0:10-0:20,1361.8272245399598,1361.8272245399598,833.3333333333334,0.0,0.0,415.4073166666667,0.0,1950.0,2700.0,0.3257,0.31377395493208576,443.5471270326649,0.0,0.0,443.5471270326649
2025-02-01,2,0:20-0:30,1358.3575307690162,1358.3575307690162,833.3333333333334,0.0,0.0,410.7166666666667,0.0,2700.0,3450.0,0.3041,0.26753677272741855,413.0765251068578,0.0,0.0,413.0765251068578
2025-02-01,3,0:30-0:40,1369.9664956940442,1369.9664956940442,833.3333333333334,0.0,0.0,430.29479999999995,0.0,3450.0,4200.0,0.3126,0.2899336731075648,428.2515265539582,0.0,0.0,428.2515265539582
2025-02-01,4,0:40-0:50,1384.318459167999,1384.318459167999,833.3333333333333,0.0,0.0,424.4105833333333,0.0,4200.0,4950.0,0.3286,0.33041807876205026,454.8870456826045,0.0,0.0,454.8870456826045
2025-02-01,5,0:50-1:00,1226.5012017975232,1226.5012017975232,666.6666666666666,0.0,0.0,406.0516666666667,0.0,4950.0,5550.0,0.3438,0.34768634049265174,421.67111317798845,0.0,0.0,421.67111317798845
2025-02-01,6,1:00-1:10,563.3230548541426,563.3230548541426,0.0,0.0,0.0,436.7501833333333,0.0,5550.0,5550.0,0.3704,0.3484616980722528,208.65485951797442,0.0,0.0,208.65485951797442
2025-02-01,7,1:10-1:20,1391.384958304197,1391.384958304197,833.3333333333334,0.0,0.0,451.7976833333333,0.0,5550.0,6300.0,0.3746,0.33780269389550127,521.2128053807521,0.0,0.0,521.2128053807521
2025-02-01,8,1:20-1:30,1384.4203216791675,1384.4203216791675,833.3333333333334,0.0,0.0,446.08,0.0,6300.0,7050.0,0.3606,0.3343299291815574,499.22196799750776,0.0,0.0,499.22196799750776
2025-02-01,9,1:30-1:40,555.630066865565,555.630066865565,0.0,0.0,0.0,471.7663333333333,0.0,7050.0,7050.0,0.3582,0.3550304850619869,199.0266899512454,0.0,0.0,199.0266899512454
2025-02-01,10,1:40-1:50,564.0315467105179,564.0315467105179,0.0,0.0,0.0,448.02596666666665,0.0,7050.0,7050.0,0.3041,0.3557945089447187,171.52199335466847,0.0,0.0,171.52199335466847
2025-02-01,11,1:50-2:00,1406.4161153647397,1406.4161153647397,833.3333333333334,0.0,0.0,397.40333333333336,0.0,7050.0,7800.0,0.2537,0.33389279346744427,356.8077684680344,0.0,0.0,356.8077684680344
2025-02-01,12,2:00-2:10,1419.9639138868592,1419.9639138868592,833.3333333333334,0.0,0.0,434.0906333333333,0.0,7800.0,8550.0,0.3346,0.3324013536077972,475.1199255865431,0.0,0.0,475.1199255865431
2025-02-01,13,2:10-2:20,597.6429693087296,597.6429693087296,0.0,0.0,0.0,490.5609166666666,0.0,8550.0,8550.0,0.3971,0.3504323207034997,237.32402311249652,0.0,0.0,237.32402311249652
2025-02-01,14,2:20-2:30,596.6197375090296,596.6197375090296,0.0,0.0,0.0,503.22,0.0,8550.0,8550.0,0.367,0.3659499919080068,218.95944366581386,0.0,0.0,218.95944366581386
2025-02-01,15,2:30-2:40,580.4426384041706,580.4426384041706,0.0,0.0,0.0,474.0728166666667,0.0,8550.0,8550.0,0.3185,0.3565821465861724,184.87098033172833,0.0,0.0,184.87098033172833
