date,period,time,price,initial_grid,grid,charge,discharge,soc,actual_load,actual_pv,emergency,surplus
2025-02-01,1,0:00-0:10,0.4248,537.6216771686686,537.6216771686686,0.0,0.0,10799.999999999996,422.0303666666667,0.0,0.0,115.59131050200193
2025-02-01,2,0:10-0:20,0.4245,528.4938912066266,528.4938912066266,0.0,0.0,10799.999999999996,415.4073166666667,0.0,0.0,113.08657453995988
2025-02-01,3,0:20-0:30,0.4269,525.0241974356828,525.0241974356828,0.0,0.0,10799.999999999996,410.7166666666667,0.0,0.0,114.30753076901613
2025-02-01,4,0:30-0:40,0.4272,536.6331623607107,536.6331623607107,0.0,0.0,10799.999999999996,430.29479999999995,0.0,0.0,106.33836236071073
2025-02-01,5,0:40-0:50,0.4271,550.9851258346655,550.9851258346655,0.0,0.0,10799.999999999996,424.4105833333333,0.0,0.0,126.57454250133219
2025-02-01,6,0:50-1:00,0.4285,559.8345351308564,559.8345351308564,0.0,0.0,10799.999999999996,406.0516666666666,0.0,0.0,153.78286846418973
2025-02-01,7,1:00-1:10,0.4311,563.3230548541426,563.3230548541426,0.0,0.0,10799.999999999996,436.7501833333333,0.0,0.0,126.57287152080926
2025-02-01,8,1:10-1:20,0.4302,558.0516249708635,558.0516249708635,0.0,0.0,10799.999999999996,451.7976833333333,0.0,0.0,106.2539416375302
2025-02-01,9,1:20-1:30,0.4279,551.0869883458339,551.0869883458339,0.0,0.0,10799.999999999996,446.08,0.0,0.0,105.00698834583392
2025-02-01,10,1:30-1:40,0.4312,555.630066865565,555.630066865565,0.0,0.0,10799.999999999996,471.7663333333333,0.0,0.0,83.86373353223172
2025-02-01,11,1:40-1:50,0.4333,564.0315467105177,564.0315467105177,0.0,0.0,10799.999999999996,448.02596666666665,0.0,0.0,116.00558004385101
2025-02-01,12,1:50-2:00,0.4311,573.0827820314062,573.0827820314062,0.0,0.0,10799.999999999996,397.4033333333333,0.0,0.0,175.67944869807286
2025-02-01,13,2:00-2:10,0.4293,586.6305805535258,586.6305805535258,0.0,0.0,10799.999999999996,434.0906333333333,0.0,0.0,152.53994722019246
2025-02-01,14,2:10-2:20,0.4324,597.6429693087296,597.6429693087296,0.0,0.0,10799.999999999996,490.5609166666666,0.0,0.0,107.08205264206293
2025-02-01,15,2:20-2:30,0.4367,596.6197375090296,596.6197375090296,0.0,0.0,10799.999999999996,503.22,0.0,0.0,93.39973750902959
2025-02-01,16,2:30-2:40,0.4348,580.4426384041706,580.4426384041706,0.0,0.0,10799.999999999996,474.07281666666665,0.0,0.0,106.36982173750391
2025-02-01,17,2:40-2:50,0.4335,569.4385436990597,569.4385436990597,0.0,0.0,10799.999999999996,461.38439999999997,0.0,0.0,108.0541436990597
2025-02-01,18,2:50-3:00,0.4357,575.0716555456069,575.0716555456069,0.0,0.0,10799.999999999996,476.94166666666666,0.0,0.0,98.1299888789402
2025-02-01,19,3:00-3:10,0.4374,591.7021539775615,591.7021539775615,0.0,0.0,10799.999999999996,483.39955,0.0,0.0,108.30260397756149
2025-02-01,20,3:10-3:20,0.4371,604.4203929528024,604.4203929528024,0.0,0.0,10799.999999999996,486.6019166666666,0.0,0.0,117.81847628613582
2025-02-01,21,3:20-3:30,0.4356,602.2300191827488,602.2300191827488,0.0,0.0,10799.999999999996,498.84833333333336,0.0,0.0,103.38168584941548
2025-02-01,22,3:30-3:40,0.4353,588.5779688667028,588.5779688667028,0.0,0.0,10799.999999999996,518.3097333333333,0.0,0.0,70.26823553336953
2025-02-01,23,3:40-3:50,0.436,598.1435120360151,598.1435120360151,0.0,0.0,10799.999999999996,509.13346666666666,0.0,0.0,89.0100453693484
2025-02-01,24,3:50-4:00,0.4378,621.8150185659415,621.8150185659415,0.0,0.0,10799.999999999996,483.6166666666666,0.0,0.0,138.19835189927488
2025-02-01,25,4:00-4:10,0.4401,616.327902571122,616.327902571122,0.0,0.0,10799.999999999996,491.1868,0.0,0.0,125.14110257112196
2025-02-01,26,4:10-4:20,0.4389,606.9875895099985,606.9875895099985,0.0,0.0,10799.999999999996,504.64528333333334,0.0,0.0,102.3423061766652
2025-02-01,27,4:20-4:30,0.4364,615.2585417058217,615.2585417058217,0.0,0.0,10799.999999999996,505.57833333333326,0.0,0.0,109.68020837248844
2025-02-01,28,4:30-4:40,0.4393,634.597171337269,634.597171337269,0.0,0.0,10799.999999999996,503.23096666666663,0.0,0.0,131.36620467060231
2025-02-01,29,4:40-4:50,0.4422,634.5238115159106,634.5238115159106,0.0,0.0,10799.999999999996,502.84698333333336,0.00023333333333333333,0.0,131.67706151591054
2025-02-01,30,4:50-5:00,0.4395,621.9685725361429,621.9685725361429,0.0,0.0,10799.999999999996,499.64166666666665,0.0,0.0,122.32690586947626
2025-02-01,31,5:00-5:10,0.4333,631.8217859457332,631.8217859457332,0.0,0.0,10799.999999999996,488.78358333333335,0.0,0.0,143.0382026123998
2025-02-01,32,5:10-5:20,0.4439,639.452122538231,639.452122538231,0.0,0.0,10799.999999999996,498.51875,0.0033166666666666665,0.0,140.9366892048977
2025-02-01,33,5:20-5:30,0.4301,633.6613385095791,633.6613385095791,0.0,0.0,10799.999999999996,529.2233333333334,0.0,0.0,104.43800517624572
2025-02-01,34,5:30-5:40,0.3713,635.4490882550886,635.4490882550886,0.0,0.0,10799.999999999996,547.4103166666666,0.0,0.0,88.03877158842192
2025-02-01,35,5:40-5:50,0.5708,676.810541171494,676.810541171494,0.0,0.0,10799.999999999996,531.2274,0.04623333333333333,0.0,145.62937450482738
2025-02-01,36,5:50-6:00,0.9099,0.0,0.0,0.0,731.9891861916153,9986.678682009313,510.98333333333335,0.0,0.0,221.00585285828197
2025-02-01,37,6:00-6:10,0.9368,0.0,0.0,0.0,620.4459695120781,9297.294271440338,535.1871833333332,0.0,0.0,85.25878617874491
2025-02-01,38,6:10-6:20,0.8758,0.0,0.0,0.0,617.6279943209418,8611.04094441707,533.9993499999999,0.6440166666666667,0.0,84.27266098760845
2025-02-01,39,6:20-6:30,0.8759,0.0,0.0,0.0,566.7041046510026,7981.369717027066,504.52,0.0,0.0,62.1841046510026
2025-02-01,40,6:30-6:40,0.8601,0.0,0.0,0.0,558.0139448364404,7361.354222764355,519.5536833333333,0.0,0.0,38.46026150310706
2025-02-01,41,6:40-6:50,0.8442,0.0,0.0,0.0,579.9789618791273,6716.933154009769,566.415,14.934916666666666,0.0,28.498878545794014
2025-02-01,42,6:50-7:00,0.8334,0.0,0.0,0.0,614.8155723870082,6033.804740246427,608.7916666666666,56.75,0.0,62.77390572034153
2025-02-01,43,7:00-7:10,0.8092,0.0,0.0,0.0,575.2963240604303,5394.586602401505,617.2140499999999,102.656,0.0,60.7382740604304
2025-02-01,44,7:10-7:20,0.7972,339.46978904320974,339.46978904320974,0.0,156.29530940010426,5220.9251475125,595.3964666666666,147.48791666666665,0.0,47.85654844331407
2025-02-01,45,7:20-7:30,0.7644,477.7693964710178,477.7693964710178,0.0,0.0,5220.9251475125,579.5366666666666,190.11249999999998,0.0,88.34522980435113
2025-02-01,46,7:30-7:40,0.6899,421.65076835281224,421.65076835281224,0.0,0.0,5220.9251475125,609.0003666666667,231.34661666666665,0.0,43.99701835281223
2025-02-01,47,7:40-7:50,0.86,0.0,0.0,0.0,362.6777072199141,4817.949917268151,640.2366833333333,279.07533333333333,0.0,1.5163572199141413
2025-02-01,48,7:50-8:00,1.1617,0.0,0.0,0.0,478.51824857077924,4286.262974411729,633.9416666666666,334.01874999999995,0.0,178.59533190411258
2025-02-01,49,8:00-8:10,1.1683,0.0,0.0,0.0,243.158043232723,4016.087370819815,590.91065,388.6844166666666,0.0,40.93180989938958
2025-02-01,50,8:10-8:20,1.0956,0.0,0.0,0.0,184.06358092667313,3811.5722809012896,568.5581666666667,438.7655666666667,0.0,54.27098092667313
2025-02-01,51,8:20-8:30,1.0849,0.0,0.0,0.0,185.30452210079238,3605.6783674559647,574.2283333333332,487.94374999999997,0.0,99.01993876745911
2025-02-01,52,8:30-8:40,1.061,0.0,0.0,0.0,182.71164327535666,3402.665430483346,577.8523166666666,541.8831666666666,0.0,146.74249327535665
2025-02-01,53,8:40-8:50,1.043,0.0,0.0,0.0,177.94180843986237,3204.95230999461,649.0800333333333,586.6261,0.0,115.48787510652903
2025-02-01,54,8:50-9:00,1.036,0.0,0.0,0.0,193.9752507968676,2989.424253553646,737.1266666666667,621.9499999999999,0.0,78.79858413020088
2025-02-01,55,9:00-9:10,1.0147,0.0,0.0,0.0,0.0,2989.424253553646,711.2534166666666,665.4293,45.824116666666555,0.0
2025-02-01,56,9:10-9:20,0.9922,0.0,0.0,0.0,0.0,2989.424253553646,698.3616999999999,729.7221999999999,0.0,31.360500000000002
2025-02-01,57,9:20-9:30,0.97,0.0,0.0,0.0,0.0,2989.424253553646,736.3866666666665,798.0874999999999,0.0,61.70083333333332
2025-02-01,58,9:30-9:40,0.9422,0.0,0.0,0.0,0.0,2989.424253553646,733.2125666666667,838.3206833333334,0.0,105.10811666666666
2025-02-01,59,9:40-9:50,0.9569,0.0,0.0,0.0,0.0,2989.424253553646,697.1223666666666,867.3196166666667,0.0,170.19725000000005
2025-02-01,60,9:50-10:00,0.9977,0.0,0.0,0.0,0.0,2989.424253553646,678.5883333333334,894.01875,0.0,215.4304166666666
2025-02-01,61,10:00-10:10,0.9919,0.0,0.0,0.0,0.0,2989.424253553646,711.4322,911.8498333333333,0.0,200.41763333333336
2025-02-01,62,10:10-10:20,0.9588,0.0,0.0,0.0,0.0,2989.424253553646,706.70705,933.6272333333333,0.0,226.92018333333328
2025-02-01,63,10:20-10:30,0.9549,0.0,0.0,0.0,0.0,2989.424253553646,666.9933333333333,959.21875,0.0,292.22541666666666
2025-02-01,64,10:30-10:40,0.9839,0.0,0.0,0.0,0.0,2989.424253553646,678.7204333333333,979.8081666666667,0.0,301.0877333333334
2025-02-01,65,10:40-10:50,0.799,0.0,0.0,0.0,0.0,2989.424253553646,678.1305,1021.3479,0.0,343.2174
2025-02-01,66,10:50-11:00,0.5025,600.625079909742,600.625079909742,0.0,0.0,2989.424253553646,652.925,1060.2749999999999,0.0,1007.9750799097419
2025-02-01,67,11:00-11:10,0.4662,659.5209595526153,659.5209595526153,0.0,0.0,2989.424253553646,657.69435,1046.1778166666666,0.0,1048.0044262192819
