date,t,interval,initial_purchase_kwh,final_purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,load_kwh,pv_kwh,soc_before_kwh,soc_after_kwh,actual_price_yuan_kwh,forecast_price_yuan_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,0,0:00-0:10,1276.7814778091222,1276.7814778091222,833.3333333333333,0.0,0.0,422.0303666666667,0.0,1200.0,1950.0,0.3281,0.3281,418.91200286917297,0.0,0.0,418.91200286917297
2025-02-01,1,0:10-0:20,1282.7382337240815,1282.7382337240815,833.3333333333334,0.0,0.0,415.4073166666667,0.0,1950.0,2700.0,0.3257,0.31377395493208576,417.78784272393335,0.0,0.0,417.78784272393335
2025-02-01,2,0:20-0:30,1296.2677894132557,1296.2677894132557,833.3333333333334,0.0,0.0,410.7166666666667,0.0,2700.0,3450.0,0.3041,0.26753677272741855,394.19503476057105,0.0,0.0,394.19503476057105
2025-02-01,3,0:30-0:40,1284.4189802122294,1284.4189802122294,833.3333333333334,0.0,0.0,430.29479999999995,0.0,3450.0,4200.0,0.3126,0.2899336731075648,401.5093732143429,0.0,0.0,401.5093732143429
2025-02-01,4,0:40-0:50,1291.8460324035118,1291.8460324035118,833.3333333333333,0.0,0.0,424.4105833333333,0.0,4200.0,4950.0,0.3286,0.33041807876205026,424.500606247794,0.0,0.0,424.500606247794
2025-02-01,5,0:50-1:00,1153.9070279470918,1153.9070279470918,666.6719193293842,0.0,0.0,406.0516666666667,0.0,4950.0,5550.004727396446,0.3438,0.34768634049265174,396.71323620821016,0.0,0.0,396.71323620821016
2025-02-01,6,1:00-1:10,480.8834926898066,480.8834926898066,0.0,0.0,0.0,436.7501833333333,0.0,5550.004727396446,5550.004727396446,0.3704,0.3484616980722528,178.11924569230436,0.0,0.0,178.11924569230436
2025-02-01,7,1:10-1:20,1298.1365763494327,1298.1365763494327,833.3333333333334,0.0,0.0,451.7976833333333,0.0,5550.004727396446,6300.004727396446,0.3746,0.33780269389550127,486.2819615004975,0.0,0.0,486.2819615004975
2025-02-01,8,1:20-1:30,1298.7784283508718,1298.7784283508718,833.3333333333334,0.0,0.0,446.08,0.0,6300.004727396446,7050.004727396446,0.3606,0.3343299291815574,468.33950126332434,0.0,0.0,468.33950126332434
2025-02-01,9,1:30-1:40,481.51609498905304,481.51609498905304,0.0,0.0,0.0,471.7663333333333,0.0,7050.004727396446,7050.004727396446,0.3582,0.3550304850619869,172.4790652250788,0.0,0.0,172.4790652250788
2025-02-01,10,1:40-1:50,493.4690992621015,493.4690992621015,0.0,0.0,0.0,448.02596666666665,0.0,7050.004727396446,7050.004727396446,0.3041,0.3557945089447187,150.06395308560505,0.0,0.0,150.06395308560505
2025-02-01,11,1:50-2:00,1323.4562090681661,1323.4562090681661,833.3333333333334,0.0,0.0,397.40333333333336,0.0,7050.004727396446,7800.004727396446,0.2537,0.33389279346744427,335.7608402405937,0.0,0.0,335.7608402405937
2025-02-01,12,2:00-2:10,1313.301271376978,1313.301271376978,833.3333333333334,0.0,0.0,434.0906333333333,0.0,7800.004727396446,8550.004727396445,0.3346,0.3324013536077972,439.4306054027369,0.0,0.0,439.4306054027369
2025-02-01,13,2:10-2:20,490.18461969772363,490.18461969772363,0.0,0.0,0.37629696894299514,490.5609166666666,0.0,8550.004727396445,8550.004727396445,0.3971,0.3504323207034997,194.65231248196605,0.0,0.7471376318363169,195.39945011380237
2025-02-01,14,2:20-2:30,509.4461187162055,509.4461187162055,0.0,0.0,0.0,503.22,0.0,8550.004727396445,8550.004727396445,0.367,0.3659499919080068,186.9667255688474,0.0,0.0,186.9667255688474
2025-02-01,15,2:30-2:40,499.6725040931701,499.6725040931701,0.0,0.0,0.0,474.0728166666667,0.0,8550.004727396445,8550.004727396445,0.3185,0.3565821465861724,159.14569255367468,0.0,0.0,159.14569255367468
2025-02-01,16,2:40-2:50,1341.663678497965,1341.663678497965,833.3333333333334,0.0,0.0,461.38439999999997,0.0,8550.004727396445,9300.004727396445,0.3285,0.33735500611441516,440.73651838658157,0.0,0.0,440.73651838658157
2025-02-01,17,2:50-3:00,1365.5134113777965,1365.5134113777965,833.3333333333334,0.0,0.0,476.94166666666666,0.0,9300.004727396445,10050.004727396445,0.3772,0.3372453380526142,515.0716587717048,0.0,0.0,515.0716587717048
2025-02-01,18,3:00-3:10,520.8446174092662,520.8446174092662,0.0,0.0,0.0,483.39955000000003,0.0,10050.004727396445,10050.004727396445,0.3815,0.3697708036368352,198.70222154163505,0.0,0.0,198.70222154163505
2025-02-01,19,3:10-3:20,510.66118132483086,510.66118132483086,0.0,0.0,0.0,486.6019166666667,0.0,10050.004727396445,10050.004727396445,0.3822,0.37135505363567184,195.17470350235035,0.0,0.0,195.17470350235035
2025-02-01,20,3:20-3:30,511.6074016164265,511.6074016164265,0.0,0.0,0.0,498.84833333333336,0.0,10050.004727396445,10050.004727396445,0.3962,0.3478258496250153,202.69885252042818,0.0,0.0,202.69885252042818
2025-02-01,21,3:30-3:40,502.5338772296262,502.5338772296262,0.0,0.0,15.775856103707156,518.3097333333334,0.0,10050.004727396445,10050.004727396445,0.3879,0.3652832313056008,194.932890977372,0.0,30.59727291314003,225.53016389051203
2025-02-01,22,3:40-3:50,512.9029457218163,512.9029457218163,0.0,0.0,0.0,509.13346666666666,0.0,10050.004727396445,10050.004727396445,0.3405,0.3788140069395148,174.64345301827848,0.0,0.0,174.64345301827848
2025-02-01,23,3:50-4:00,534.4997328606684,534.4997328606684,0.0,0.0,0.0,483.6166666666666,0.0,10050.004727396445,10050.004727396445,0.3164,0.3697416715531871,169.1157154771155,0.0,0.0,169.1157154771155
