时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1472.0943080651082,833.332638619224,0.0,6163.850592335661,6913.849967092962,0.0
2,0:10-0:20,1463.2608789997603,833.3333333333333,0.0,6913.849967092962,7663.849967092961,0.0
3,0:20-0:30,1446.4419035177775,833.3333333333333,0.0,7663.849967092961,8413.849967092961,0.0
4,0:30-0:40,1422.9867572432372,833.3333333333333,0.0,8413.849967092961,9163.849967092961,8.855492756762715
5,0:40-0:50,1419.2740549358896,833.3333333333333,0.0,9163.849967092961,9913.849967092961,20.56992839744362
6,0:50-1:00,598.577595919492,0.0,0.0,9913.849967092961,9913.849967092961,0.0
7,1:00-1:10,595.1261956361005,0.0,0.0,9913.849967092961,9913.849967092961,2.2271543638994444
8,1:10-1:20,591.58140268355,0.0,0.0,9913.849967092961,9913.849967092961,0.0
9,1:20-1:30,747.8134976453911,151.2778143411531,0.0,9913.849967092961,10050.0,0.0
10,1:30-1:40,594.1075756175474,0.0,0.0,10050.0,10050.0,0.0
11,1:40-1:50,595.723731425575,0.0,0.0,10050.0,10050.0,6.137885241091567
12,1:50-2:00,600.3833297296046,0.0,0.0,10050.0,10050.0,0.0
13,2:00-2:10,596.8498388799198,0.0,0.0,10050.0,10050.0,7.713211120080132
14,2:10-2:20,596.85419092586,0.0,0.0,10050.0,10050.0,10.945359074139901
15,2:20-2:30,604.4322412958654,0.0,0.0,10050.0,10050.0,0.0
16,2:30-2:40,614.871051484379,0.0,0.0,10050.0,10050.0,0.0
17,2:40-2:50,614.7299890566292,0.0,0.0,10050.0,10050.0,0.0
18,2:50-3:00,609.9331546071377,0.0,0.0,10050.0,10050.0,0.0
19,3:00-3:10,612.5126104965487,0.0,0.0,10050.0,10050.0,0.0
20,3:10-3:20,615.588963669811,0.0,0.0,10050.0,10050.0,0.0
21,3:20-3:30,611.3239427356377,0.0,0.0,10050.0,10050.0,0.0
22,3:30-3:40,598.103574804435,0.0,0.0,10050.0,10050.0,0.0
23,3:40-3:50,602.6233387607365,0.0,0.0,10050.0,10050.0,0.12999457259684277
24,3:50-4:00,623.3620178076776,0.0,0.0,10050.0,10050.0,0.0
25,4:00-4:10,630.129193942568,0.0,0.0,10050.0,10050.0,0.0
26,4:10-4:20,626.2938603395444,0.0,0.0,10050.0,10050.0,0.0
27,4:20-4:30,620.4383777590749,0.0,0.0,10050.0,10050.0,0.0
28,4:30-4:40,621.4955954851083,0.0,0.0,10050.0,10050.0,0.0
29,4:40-4:50,620.5982503872273,0.0,0.0,10050.0,10050.0,0.0
30,4:50-5:00,615.8535894760494,0.0,0.0,10050.0,10050.0,2.2697438572838564
31,5:00-5:10,605.841487936677,0.0,0.0,10050.0,10050.0,19.323778729989616
32,5:10-5:20,625.5501037955516,0.0,0.0,10050.0,10050.0,0.0
33,5:20-5:30,649.8884273827531,0.0,0.0,10050.0,10050.0,0.0
34,5:30-5:40,1465.4860434639854,833.3333333333333,0.0,10050.0,10800.0,0.0
35,5:40-5:50,704.5026049136869,0.0,0.0,10800.0,10800.0,0.0
36,5:50-6:00,0.0,0.0,832.8317184948635,10800.0,9874.631423894596,0.0
37,6:00-6:10,0.0,0.0,798.033372909032,9874.631423894596,8987.927676217894,0.0
38,6:10-6:20,0.0,0.0,718.5867910589795,8987.927676217894,8189.497908374584,24.0730256076871
39,6:20-6:30,0.0,0.0,677.4276241755738,8189.497908374584,7436.800548179502,13.041125824426103
40,6:30-6:40,0.0,0.0,643.2036733182644,7436.800548179502,6722.1298000480965,0.0
41,6:40-6:50,0.0,0.0,590.7747560541201,6722.1298000480965,6065.7134044324075,0.0
42,6:50-7:00,0.0,0.0,523.9227433995974,6065.7134044324075,5483.577022877299,22.289756600402598
43,7:00-7:10,0.0,0.0,479.2486624062472,5483.577022877299,4951.07850909258,5.474170927086163
44,7:10-7:20,303.62688814917624,0.0,141.47178266812034,4951.07850909258,4793.887639461335,0.0
45,7:20-7:30,382.87192178078743,0.0,0.0,4793.887639461335,4793.887639461335,0.0
46,7:30-7:40,290.3788218266625,0.0,0.0,4793.887639461335,4793.887639461335,0.0
47,7:40-7:50,0.0,0.0,343.4554636174297,4793.887639461335,4412.270457664191,14.274753049237006
