时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1470.9722866777465,833.3333333333333,0.0,6390.178898592905,7140.178898592905,0.0
2,0:10-0:20,1473.505744395919,833.3333333333333,0.0,7140.178898592905,7890.178898592905,0.0
3,0:20-0:30,1462.562386845957,833.3333333333333,0.0,7890.178898592905,8640.178898592905,0.0
4,0:30-0:40,616.1088957558962,0.0,0.0,8640.178898592905,8640.178898592905,0.0
5,0:40-0:50,1428.3124651663265,809.4631051836631,0.0,8640.178898592905,9368.695693258202,0.0
6,0:50-1:00,611.6946402379293,0.0,0.0,9368.695693258202,9368.695693258202,0.0
7,1:00-1:10,602.0952748960387,0.0,0.0,9368.695693258202,9368.695693258202,0.0
8,1:10-1:20,576.8229733871804,0.0,0.0,9368.695693258202,9368.695693258202,0.0
9,1:20-1:30,565.5212660087564,0.0,0.0,9368.695693258202,9368.695693258202,0.0
10,1:30-1:40,578.5797744718678,0.0,0.0,9368.695693258202,9368.695693258202,0.0
11,1:40-1:50,579.7029760582019,0.0,0.0,9368.695693258202,9368.695693258202,0.0
12,1:50-2:00,568.2485945955506,0.0,0.0,9368.695693258202,9368.695693258202,0.0
13,2:00-2:10,588.4432021905336,0.0,0.0,9368.695693258202,9368.695693258202,0.0
14,2:10-2:20,557.1528051582084,0.0,0.0,9368.695693258202,9368.695693258202,0.0
15,2:20-2:30,526.0635664945172,0.0,0.0,9368.695693258202,9368.695693258202,0.0
16,2:30-2:40,535.6653097421345,0.0,0.0,9368.695693258202,9368.695693258202,0.0
17,2:40-2:50,534.4805290600867,0.0,0.0,9368.695693258202,9368.695693258202,0.0
18,2:50-3:00,508.6162853312363,0.0,0.0,9368.695693258202,9368.695693258202,0.0
19,3:00-3:10,526.0764450716579,0.0,0.0,9368.695693258202,9368.695693258202,0.0
20,3:10-3:20,539.0887690823854,0.0,0.0,9368.695693258202,9368.695693258202,0.0
21,3:20-3:30,536.1582571792728,0.0,0.0,9368.695693258202,9368.695693258202,0.0
22,3:30-3:40,558.3786310000116,0.0,0.0,9368.695693258202,9368.695693258202,0.0
23,3:40-3:50,563.8789233407927,0.0,0.0,9368.695693258202,9368.695693258202,0.0
24,3:50-4:00,540.1658189285242,0.0,0.0,9368.695693258202,9368.695693258202,0.0
25,4:00-4:10,518.8605339825976,0.0,0.0,9368.695693258202,9368.695693258202,0.0
26,4:10-4:20,515.2147853441382,0.0,0.0,9368.695693258202,9368.695693258202,0.0
27,4:20-4:30,521.15648469187,0.0,0.0,9368.695693258202,9368.695693258202,0.0
28,4:30-4:40,517.7780498356342,0.0,0.0,9368.695693258202,9368.695693258202,0.0
29,4:40-4:50,512.1102127539258,0.0,0.0,9368.695693258202,9368.695693258202,0.0
30,4:50-5:00,499.41064525664945,0.0,0.0,9368.695693258202,9368.695693258202,0.0
31,5:00-5:10,471.6163016686722,0.0,0.0,9368.695693258202,9368.695693258202,0.0
32,5:10-5:20,450.6819752511696,0.0,0.0,9368.695693258202,9368.695693258202,0.0
33,5:20-5:30,443.51439210959245,0.0,0.0,9368.695693258202,9368.695693258202,0.0
