时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1437.0205785879743,833.3323035879746,0.0,7866.683077296787,8616.682150525965,0.0
2,0:10-0:20,1420.999808333333,833.3333333333333,0.0,8616.682150525965,9366.682150525965,0.0
3,0:20-0:30,1325.9987216378165,759.24205497115,0.0,9366.682150525965,10050.0,47.09500000000003
4,0:30-0:40,585.7280083333333,0.0,0.0,10050.0,10050.0,0.0
5,0:40-0:50,595.7038833333334,0.0,0.0,10050.0,10050.0,0.0
6,0:50-1:00,580.4841666666665,0.0,0.0,10050.0,10050.0,0.0
7,1:00-1:10,570.9458249999999,0.0,0.0,10050.0,10050.0,30.64322500000003
8,1:10-1:20,569.7597499999999,0.0,0.0,10050.0,10050.0,41.724000000000046
9,1:20-1:30,575.5975,0.0,0.0,10050.0,10050.0,22.61916666666673
10,1:30-1:40,580.5161916666665,0.0,0.0,10050.0,10050.0,3.419758333333448
11,1:40-1:50,605.4395416666665,0.0,0.0,10050.0,10050.0,0.0
12,1:50-2:00,632.23,0.0,0.0,10050.0,10050.0,0.0
13,2:00-2:10,619.0855166666668,0.0,0.0,10050.0,10050.0,0.0
14,2:10-2:20,598.0602833333331,0.0,0.0,10050.0,10050.0,0.0
15,2:20-2:30,594.7703999999998,0.0,0.0,10050.0,10050.0,0.0
16,2:30-2:40,606.0351083333335,0.0,0.0,10050.0,10050.0,0.0
17,2:40-2:50,625.0002833333334,0.0,0.0,10050.0,10050.0,0.0
18,2:50-3:00,634.4549999999999,0.0,0.0,10050.0,10050.0,0.0
19,3:00-3:10,614.6723499999999,0.0,0.0,10050.0,10050.0,0.0
20,3:10-3:20,601.5265499999999,0.0,0.0,10050.0,10050.0,20.3658333333334
21,3:20-3:30,608.69945,0.0,0.0,10050.0,10050.0,11.468883333333338
22,3:30-3:40,618.6344833333333,0.0,0.0,10050.0,10050.0,0.0
23,3:40-3:50,603.0648500000001,0.0,0.0,10050.0,10050.0,9.398899999999799
24,3:50-4:00,584.2964833333333,0.0,0.0,10050.0,10050.0,19.63351666666665
25,4:00-4:10,610.3816365360493,0.0,0.0,10050.0,10050.0,0.0
26,4:10-4:20,622.6526113786641,0.0,0.0,10050.0,10050.0,0.0
27,4:20-4:30,607.9191666666666,0.0,0.0,10050.0,10050.0,0.0
28,4:30-4:40,616.4933416745797,0.0,0.0,10050.0,10050.0,0.0
29,4:40-4:50,625.4093870003289,0.0,0.0,10050.0,10050.0,0.0
30,4:50-5:00,618.0726125493003,0.0,0.0,10050.0,10050.0,7.522387450699739
31,5:00-5:10,602.5292159546897,0.0,0.0,10050.0,10050.0,16.904700711976986
32,5:10-5:20,599.6916687773393,0.0,0.0,10050.0,10050.0,18.15273122266069
33,5:20-5:30,604.1941666666667,0.0,0.0,10050.0,10050.0,2.9208333333333485
34,5:30-5:40,1432.4943297195232,833.3333333333333,0.0,10050.0,10800.0,0.0
35,5:40-5:50,692.2596252085534,0.0,0.0,10800.0,10800.0,0.0
36,5:50-6:00,0.0,0.0,828.7005193924296,10800.0,9879.221645119524,0.0
37,6:00-6:10,0.0,0.0,808.2158572681763,9879.221645119524,8981.20402593266,0.0
38,6:10-6:20,0.0,0.0,752.0831833637428,8981.20402593266,8145.556044417391,0.0
39,6:20-6:30,0.0,0.0,716.0700032363097,8145.556044417391,7349.922707488157,0.0
40,6:30-6:40,0.0,0.0,634.4624743458563,7349.922707488157,6644.964402659428,0.0
41,6:40-6:50,0.0,0.0,574.8084805401302,6644.964402659428,6006.288313170395,11.347436126536422
42,6:50-7:00,457.68496670685965,0.0,82.90295099262957,6006.288313170395,5914.173923178584,0.0
43,7:00-7:10,471.16209350021666,0.0,0.0,5914.173923178584,5914.173923178584,0.0
44,7:10-7:20,437.915548305977,0.0,0.0,5914.173923178584,5914.173923178584,0.0
45,7:20-7:30,415.6840904903539,0.0,0.0,5914.173923178584,5914.173923178584,0.0
46,7:30-7:40,326.7355999793536,0.0,0.0,5914.173923178584,5914.173923178584,0.0
47,7:40-7:50,0.0,0.0,390.1750393256431,5914.173923178584,5480.646101705647,0.0
48,7:50-8:00,0.0,0.0,547.5703667068565,5480.646101705647,4872.234583142474,0.0
49,8:00-8:10,0.0,0.0,503.3930719562047,4872.234583142474,4312.908947635579,0.0
50,8:10-8:20,0.0,0.0,429.05638094200094,4312.908947635579,3836.1796354778007,9.315019057998938
51,8:20-8:30,0.0,0.0,422.0236092341727,3836.1796354778007,3367.2645141064977,0.0
52,8:30-8:40,0.0,0.0,388.8721417735039,3367.2645141064977,2935.1843565803824,0.0
53,8:40-8:50,0.0,0.0,343.06276610028954,2935.1843565803824,2554.0035053578385,0.0
54,8:50-9:00,0.0,0.0,294.0436144699977,2554.0035053578385,2227.288378168952,0.0
55,9:00-9:10,0.0,0.0,255.25967935758842,2227.288378168952,1943.666512216076,0.0
