date,period,time,price_yuan_per_kwh,predicted_load_kwh,actual_load_kwh,predicted_pv_kwh,actual_pv_kwh,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,predicted_curtailment_kwh,purchase_margin_kwh,soc_before_kwh,soc_after_kwh,actual_emergency_kwh,actual_surplus_kwh,planned_cost_yuan,emergency_cost_yuan
2025-02-01,1,0:00-0:10,0.4248,443.44814447578887,422.0303666666667,0.0,0.0,517.7353236424551,0.0,0.0,74.28717916666625,74.28717916666665,10800.0,10800.0,0.0,95.70495697578843,219.93396548331495,0.0
2025-02-01,2,0:10-0:20,0.4245,449.404900390748,415.4073166666667,0.0,0.0,523.6920795574147,0.0,0.0,74.28717916666665,74.28717916666665,10800.0,10800.0,0.0,108.28476289074797,222.30728777212252,0.0
2025-02-01,3,0:20-0:30,0.4269,462.9344560799221,410.7166666666667,0.0,0.0,542.9102269132554,0.0,0.0,79.97577083333334,79.97577083333329,10800.0,10800.0,0.0,132.19356024658873,231.76837586926874,0.0
2025-02-01,4,0:30-0:40,0.4272,451.08564687889594,430.29479999999995,0.0,0.0,528.9231302122294,0.0,0.0,77.83748333333341,77.83748333333335,10800.0,10800.0,0.0,98.6283302122294,225.95596122666439,0.0
2025-02-01,5,0:40-0:50,0.4271,458.5126990701784,424.4105833333333,0.0,0.0,539.9747824035118,0.0,0.0,81.46208333333334,81.46208333333334,10800.0,10800.0,0.0,115.56419907017846,230.62322956453986,0.0
2025-02-01,6,0:50-1:00,0.4285,487.2351086177076,406.0516666666666,0.0,0.0,573.0870586177076,0.0,0.0,85.85194999999999,85.85194999999999,10800.0,10800.0,0.0,167.035391951041,245.5678046176877,0.0
2025-02-01,7,1:00-1:10,0.4311,480.8834926898117,436.7501833333333,0.0,0.0,566.3134926898117,0.0,0.0,85.43,85.42999999999995,10800.0,10800.0,0.0,129.56330935647838,244.1377466985778,0.0
2025-02-01,8,1:10-1:20,0.4302,464.8032430160994,451.7976833333333,0.0,0.0,547.8490541272105,0.0,0.0,83.0458111111111,83.0458111111111,10800.0,10800.0,0.0,96.0513707938772,235.68466308552595,0.0
2025-02-01,9,1:20-1:30,0.4279,465.44509501753845,446.08,0.0,0.0,548.2092616842051,0.0,0.0,82.76416666666665,82.7641666666666,10800.0,10800.0,0.0,102.12926168420512,234.57874307467137,0.0
2025-02-01,10,1:30-1:40,0.4312,481.5160949890539,471.7663333333333,0.0,0.0,564.2609449890538,0.0,0.0,82.74484999999987,82.74484999999993,10800.0,10800.0,0.0,92.49461165572046,243.30931947928,0.0
2025-02-01,11,1:40-1:50,0.4333,493.4690992621015,448.02596666666665,0.0,0.0,578.8990992621015,0.0,0.0,85.42999999999995,85.42999999999995,10800.0,10800.0,0.0,130.8731325954348,250.83697971026857,0.0
2025-02-01,12,1:50-2:00,0.4311,490.12287573483275,397.4033333333333,0.0,0.0,575.7341257348327,0.0,0.0,85.61124999999993,85.61124999999993,10800.0,10800.0,0.0,178.33079240149937,248.19898160428636,0.0
2025-02-01,13,2:00-2:10,0.4293,479.9679380436446,434.0906333333333,0.0,0.0,562.7321047103112,0.0,0.0,82.7641666666666,82.7641666666666,10800.0,10800.0,0.0,128.6414713769779,241.58089255213662,0.0
2025-02-01,14,2:10-2:20,0.4324,490.18461969772363,490.5609166666666,0.0,0.0,572.9294696977236,0.0,0.0,82.74484999999993,82.74484999999993,10800.0,10800.0,0.0,82.36855303105693,247.73470269729566,0.0
2025-02-01,15,2:20-2:30,0.4367,509.4461187162055,503.22,0.0,0.0,595.0573687162055,0.0,0.0,85.61124999999998,85.61124999999993,10800.0,10800.0,0.0,91.83736871620545,259.8615529183669,0.0
2025-02-01,16,2:30-2:40,0.4348,499.6725040931701,474.07281666666665,0.0,0.0,581.7216082598369,0.0,0.0,82.04910416666678,82.04910416666678,10800.0,10800.0,0.0,107.64879159317024,252.93255527137708,0.0
2025-02-01,17,2:40-2:50,0.4335,508.33034516463164,461.38439999999997,0.0,0.0,586.1715743312982,0.0,0.0,77.84122916666655,77.84122916666661,10800.0,10800.0,0.0,124.78717433129822,254.10537747261776,0.0
2025-02-01,18,2:50-3:00,0.4357,532.1800780444631,476.94166666666666,0.0,0.0,609.9939169333521,0.0,0.0,77.813838888889,77.813838888889,10800.0,10800.0,0.0,133.05225026668546,265.7743496078615,0.0
2025-02-01,19,3:00-3:10,0.4374,520.8446174092564,483.39955,0.0,0.0,596.4647799092564,0.0,0.0,75.62016249999999,75.62016249999999,10800.0,10800.0,0.0,113.06522990925646,260.89369473230875,0.0
2025-02-01,20,3:10-3:20,0.4371,510.66118132483086,486.6019166666666,0.0,0.0,586.2813438248309,0.0,0.0,75.62016249999999,75.62016249999999,10800.0,10800.0,0.0,99.67942715816423,256.2635753858336,0.0
2025-02-01,21,3:20-3:30,0.4356,511.6074016164265,498.84833333333336,0.0,0.0,589.7876016164265,0.0,0.0,78.18020000000001,78.18020000000001,10800.0,10800.0,0.0,90.93926828309316,256.91147926411537,0.0
2025-02-01,22,3:30-3:40,0.4353,502.5338772296258,518.3097333333333,0.0,0.0,581.0220397296257,0.0,0.0,78.48816249999993,78.48816249999993,10800.0,10800.0,0.0,62.71230639629243,252.91889389430608,0.0
2025-02-01,23,3:40-3:50,0.436,512.9029457218159,509.13346666666666,0.0,0.0,592.5417248884825,0.0,0.0,79.63877916666661,79.63877916666661,10800.0,10800.0,0.0,83.4082582218158,258.34819205137836,0.0
2025-02-01,24,3:50-4:00,0.4378,534.4997328606684,483.6166666666666,0.0,0.0,615.0747328606684,0.0,0.0,80.57500000000005,80.57500000000005,10800.0,10800.0,0.0,131.4580661940018,269.27971804640066,0.0
2025-02-01,25,4:00-4:10,0.4401,526.3578407595878,491.1868,0.0,0.0,606.9328407595879,0.0,0.0,80.57500000000005,80.57500000000005,10800.0,10800.0,0.0,115.74604075958786,267.1111432182946,0.0
