date,period,time,price_yuan_per_kwh,predicted_load_kwh,actual_load_kwh,predicted_pv_kwh,actual_pv_kwh,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,predicted_curtailment_kwh,purchase_margin_kwh,soc_before_kwh,soc_after_kwh,actual_emergency_kwh,actual_surplus_kwh,planned_cost_yuan,emergency_cost_yuan
2025-02-01,1,0:00-0:10,0.4248,528.6745416666666,422.0303666666667,0.0,0.0,642.7823874999995,0.0,0.0,114.10784583333282,114.10784583333339,10800.0,10800.0,0.0,220.75202083333278,273.0539582099998,0.0
2025-02-01,2,0:10-0:20,0.4245,525.4224083333332,415.4073166666667,0.0,0.0,643.5579638888887,0.0,0.0,118.13555555555547,118.13555555555547,10800.0,10800.0,0.0,228.150647222222,273.19035567083324,0.0
2025-02-01,3,0:20-0:30,0.4269,521.6633333333333,410.7166666666667,0.0,0.0,640.1655555555556,0.0,0.0,118.50222222222226,118.50222222222231,10800.0,10800.0,0.0,229.44888888888886,273.28667566666667,0.0
2025-02-01,4,0:30-0:40,0.4272,532.2987916666666,430.29479999999995,0.0,0.0,650.4343472222221,0.0,0.0,118.13555555555547,118.13555555555547,10800.0,10800.0,0.0,220.13954722222212,277.86555313333326,0.0
2025-02-01,5,0:40-0:50,0.4271,541.8784166666667,424.4105833333333,0.0,0.0,655.9862625000001,0.0,0.0,114.10784583333339,114.10784583333339,10800.0,10800.0,0.0,231.57567916666676,280.17173271375003,0.0
2025-02-01,6,0:50-1:00,0.4285,548.7208333333333,406.0516666666666,0.0,0.0,666.8563888888888,0.0,0.0,118.13555555555547,118.13555555555547,10800.0,10800.0,0.0,260.80472222222215,285.74796263888885,0.0
2025-02-01,7,1:00-1:10,0.4311,563.4058249999999,436.7501833333333,0.0,0.0,681.9193833333333,0.0,0.0,118.51355833333332,118.51355833333332,10800.0,10800.0,0.0,245.16919999999993,293.97544615499993,0.0
2025-02-01,8,1:10-1:20,0.4302,561.628525,451.7976833333333,0.0,0.0,678.8105583333332,0.0,0.0,117.18203333333327,117.18203333333327,10800.0,10800.0,0.0,227.01287499999995,292.02430219499996,0.0
2025-02-01,9,1:20-1:30,0.4279,548.6058333333333,446.08,0.0,0.0,657.2713888888889,0.0,0.0,108.66555555555556,108.66555555555556,10800.0,10800.0,0.0,211.19138888888887,281.2464273055555,0.0
2025-02-01,10,1:30-1:40,0.4312,554.4097333333333,471.7663333333333,0.0,0.0,663.0752888888888,0.0,0.0,108.66555555555556,108.66555555555556,10800.0,10800.0,0.0,191.30895555555554,285.9180645688889,0.0
2025-02-01,11,1:40-1:50,0.4333,556.36365,448.02596666666665,0.0,0.0,668.6371916666667,0.0,0.0,112.27354166666669,112.27354166666669,10800.0,10800.0,0.0,220.61122500000005,289.7204951491667,0.0
2025-02-01,12,1:50-2:00,0.4311,557.8391666666666,397.4033333333333,0.0,0.0,675.0211999999999,0.0,0.0,117.18203333333327,117.18203333333327,10800.0,10800.0,0.0,277.6178666666666,291.0016393199999,0.0
2025-02-01,13,2:00-2:10,0.4293,585.3738333333333,434.0906333333333,0.0,0.0,702.5558666666666,0.0,0.0,117.18203333333327,117.18203333333327,10800.0,10800.0,0.0,268.4652333333333,301.60723356,0.0
2025-02-01,14,2:10-2:20,0.4324,601.2910083333334,490.5609166666666,0.0,0.0,718.4730416666666,0.0,0.0,117.18203333333327,117.18203333333327,10800.0,10800.0,0.0,227.912125,310.6677432166667,0.0
2025-02-01,15,2:20-2:30,0.4367,591.3358333333333,503.22,0.0,0.0,720.0991666666666,0.0,0.0,128.76333333333332,128.76333333333332,10800.0,10800.0,0.0,216.8791666666666,314.4673060833333,0.0
2025-02-01,16,2:30-2:40,0.4348,577.2758249999999,474.07281666666665,0.0,0.0,707.8241805555556,0.0,0.0,130.54835555555564,130.54835555555564,10800.0,10800.0,0.0,233.75136388888893,307.7619537055556,0.0
