时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1485.1397249276902,833.3333333333333,0.0,3758.350955763575,4508.350955763575,0.0
2,0:10-0:20,1470.0725923715122,833.3333333333333,0.0,4508.350955763575,5258.350955763575,0.0
3,0:20-0:30,1440.7761777021017,833.3333333333333,0.0,5258.350955763575,6008.350955763575,0.0
4,0:30-0:40,1433.8213820155831,833.3333333333333,0.0,6008.350955763575,6758.350955763575,0.0
5,0:40-0:50,1436.5035145723116,833.3333333333333,0.0,6758.350955763575,7508.350955763575,3.3404687610216115
6,0:50-1:00,1434.1026505209193,833.3333333333333,0.0,7508.350955763575,8258.350955763575,0.0
7,1:00-1:10,589.9406173249212,0.0,0.0,8258.350955763575,8258.350955763575,7.412732675078814
8,1:10-1:20,588.7683816448532,0.0,0.0,8258.350955763575,8258.350955763575,0.0
9,1:20-1:30,1433.0510593743966,833.3333333333333,0.0,8258.350955763575,9008.350955763575,0.0
10,1:30-1:40,612.9314136736851,0.0,0.0,9008.350955763575,9008.350955763575,0.0
11,1:40-1:50,625.3458282766153,0.0,0.0,9008.350955763575,9008.350955763575,0.0
12,1:50-2:00,618.3728197319389,0.0,0.0,9008.350955763575,9008.350955763575,0.0
13,2:00-2:10,1418.5771120259058,833.3333333333333,0.0,9008.350955763575,9758.350955763575,19.31927130742747
14,2:10-2:20,580.3768885803175,0.0,0.0,9758.350955763575,9758.350955763575,27.422661419682413
15,2:20-2:30,611.6063562925592,0.0,0.0,9758.350955763575,9758.350955763575,0.0
16,2:30-2:40,632.8493725657195,0.0,0.0,9758.350955763575,9758.350955763575,0.0
17,2:40-2:50,634.1782993346208,0.0,0.0,9758.350955763575,9758.350955763575,0.0
18,2:50-3:00,626.0003038435697,0.0,0.0,9758.350955763575,9758.350955763575,0.0
19,3:00-3:10,624.3077150292596,0.0,0.0,9758.350955763575,9758.350955763575,0.0
20,3:10-3:20,627.087349587895,0.0,0.0,9758.350955763575,9758.350955763575,0.0
21,3:20-3:30,625.7887832131988,0.0,0.0,9758.350955763575,9758.350955763575,0.0
22,3:30-3:40,619.6904807768176,0.0,0.0,9758.350955763575,9758.350955763575,0.0
23,3:40-3:50,619.2251694008824,0.0,0.0,9758.350955763575,9758.350955763575,0.0
24,3:50-4:00,630.0650372157686,0.0,0.0,9758.350955763575,9758.350955763575,0.0
25,4:00-4:10,642.8373616122416,0.0,0.0,9758.350955763575,9758.350955763575,0.0
26,4:10-4:20,643.4647723532258,0.0,0.0,9758.350955763575,9758.350955763575,0.0
27,4:20-4:30,633.4593978420743,0.0,0.0,9758.350955763575,9758.350955763575,0.0
28,4:30-4:40,632.8157335442626,0.0,0.0,9758.350955763575,9758.350955763575,0.0
29,4:40-4:50,642.4791732896518,0.0,0.0,9758.350955763575,9758.350955763575,0.0
30,4:50-5:00,642.2241820495149,0.0,0.0,9758.350955763575,9758.350955763575,0.0
31,5:00-5:10,615.7732903299587,0.0,0.0,9758.350955763575,9758.350955763575,9.391976336707902
32,5:10-5:20,628.1084893359355,0.0,0.0,9758.350955763575,9758.350955763575,0.0
33,5:20-5:30,978.7521741797982,324.05449359602744,0.0,9758.350955763575,10050.0,0.0
34,5:30-5:40,1449.5367396966142,833.3333333333333,0.0,10050.0,10800.0,0.0
35,5:40-5:50,675.2888270312391,0.0,0.0,10800.0,10800.0,0.0
36,5:50-6:00,0.0,0.0,813.6671876833586,10800.0,9895.92534701849,0.0
37,6:00-6:10,0.0,0.0,812.8778355027417,9895.92534701849,8992.727752015444,0.0
38,6:10-6:20,0.0,0.0,751.6048349414249,8992.727752015444,8157.611268747194,0.0
39,6:20-6:30,0.0,0.0,715.4702619394975,8157.611268747194,7362.644311036642,0.0
40,6:30-6:40,0.0,0.0,696.8325969815918,7362.644311036642,6588.385869945984,0.0
41,6:40-6:50,25.950304420543148,0.0,618.4379439948605,6588.385869945984,5901.232598840584,0.0
42,6:50-7:00,557.3253095211587,0.0,0.0,5901.232598840584,5901.232598840584,0.0
43,7:00-7:10,494.7612210583276,0.0,0.0,5901.232598840584,5901.232598840584,0.0
44,7:10-7:20,465.82486632888464,0.0,0.0,5901.232598840584,5901.232598840584,0.0
45,7:20-7:30,424.6229939899639,0.0,0.0,5901.232598840584,5901.232598840584,0.0
46,7:30-7:40,341.76205996633644,0.0,0.0,5901.232598840584,5901.232598840584,0.0
47,7:40-7:50,0.0,0.0,399.94990186191035,5901.232598840584,5456.843818994017,0.0
48,7:50-8:00,0.0,0.0,552.8329042606088,5456.843818994017,4842.585036482229,0.0
49,8:00-8:10,0.0,0.0,559.4652949615889,4842.585036482229,4220.9569309693525,0.0
50,8:10-8:20,0.0,0.0,487.9372065797711,4220.9569309693525,3678.8044792140513,0.0
51,8:20-8:30,0.0,0.0,421.87085112930924,3678.8044792140513,3210.0590890703743,0.0
