时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1423.1126935273064,833.3333333333333,0.0,4134.860234972832,4884.860234972832,0.0
2,0:10-0:20,1420.6793133741462,833.3333333333333,0.0,4884.860234972832,5634.860234972832,0.0
3,0:20-0:30,1411.439447740138,833.3333333333333,0.0,5634.860234972832,6384.860234972832,35.74555225986205
4,0:30-0:40,1426.2538957571342,833.3333333333333,0.0,6384.860234972832,7134.860234972832,0.0
5,0:40-0:50,1437.5953290651769,833.3324675700617,0.0,7134.860234972832,7884.859455785887,0.0
6,0:50-1:00,1433.9091954847236,833.3333333333333,0.0,7884.859455785887,8634.859455785887,0.0
7,1:00-1:10,597.9858704647254,0.0,0.0,8634.859455785887,8634.859455785887,3.603179535274535
8,1:10-1:20,589.1951805359656,0.0,0.0,8634.859455785887,8634.859455785887,22.288569464034367
9,1:20-1:30,1413.814626665247,833.3333333333333,0.0,8634.859455785887,9384.859455785887,17.73537333475292
10,1:30-1:40,587.4131147778323,0.0,0.0,9384.859455785887,9384.859455785887,0.0
11,1:40-1:50,597.7710499960563,0.0,0.0,9384.859455785887,9384.859455785887,0.0
12,1:50-2:00,599.5266214955025,0.0,0.0,9384.859455785887,9384.859455785887,0.0
13,2:00-2:10,1332.3528791562321,739.0450491267919,0.0,9384.859455785887,10050.0,0.0
14,2:10-2:20,582.2450780873588,0.0,0.0,10050.0,10050.0,0.0
15,2:20-2:30,574.2360652294343,0.0,0.0,10050.0,10050.0,0.0
16,2:30-2:40,580.2108766866203,0.0,0.0,10050.0,10050.0,17.715689980046363
17,2:40-2:50,593.9614316462597,0.0,0.0,10050.0,10050.0,6.9930350204068645
18,2:50-3:00,600.1346945216769,0.0,0.0,10050.0,10050.0,0.0
19,3:00-3:10,589.9113058895426,0.0,0.0,10050.0,10050.0,15.298994110457329
20,3:10-3:20,585.3807218959337,0.0,0.0,10050.0,10050.0,36.51166143739965
21,3:20-3:30,595.6180098845389,0.0,0.0,10050.0,10050.0,24.550323448794416
22,3:30-3:40,609.4791400590108,0.0,0.0,10050.0,10050.0,7.14394327432251
23,3:40-3:50,613.4719236401431,0.0,0.0,10050.0,10050.0,0.0
24,3:50-4:00,610.2982942772046,0.0,0.0,10050.0,10050.0,0.0
25,4:00-4:10,609.6543453400053,0.0,0.0,10050.0,10050.0,0.0
26,4:10-4:20,598.6959709307934,0.0,0.0,10050.0,10050.0,0.0
27,4:20-4:30,588.9429738444437,0.0,0.0,10050.0,10050.0,0.0
28,4:30-4:40,604.2408620764435,0.0,0.0,10050.0,10050.0,0.0
29,4:40-4:50,612.6971803975616,0.0,0.0,10050.0,10050.0,4.042136269104958
30,4:50-5:00,603.7474895803291,0.0,0.0,10050.0,10050.0,21.847510419670925
31,5:00-5:10,599.861749461667,0.0,0.0,10050.0,10050.0,19.572167204999616
32,5:10-5:20,608.2177318382895,0.0,0.0,10050.0,10050.0,9.626668161710427
33,5:20-5:30,608.8523893996681,0.0,0.0,10050.0,10050.0,0.0
34,5:30-5:40,1424.1833005980927,833.3333333333333,0.0,10050.0,10800.0,0.0
35,5:40-5:50,670.6563567995025,0.0,0.0,10800.0,10800.0,0.8067598671640326
36,5:50-6:00,0.0,0.0,800.9838409854773,10800.0,9910.017954460582,26.0311590145227
37,6:00-6:10,0.0,0.0,786.5469301202503,9910.017954460582,9036.076920993637,5.403003213083139
38,6:10-6:20,0.0,0.0,730.2524594306576,9036.076920993637,8224.685299404018,0.0
39,6:20-6:30,0.0,0.0,691.6225908977434,8224.685299404018,7456.215753962081,0.0
40,6:30-6:40,0.0,0.0,634.3694212214177,7456.215753962081,6751.360841493839,0.0
41,6:40-6:50,0.0,0.0,581.905641541076,6751.360841493839,6104.79901755931,4.250275125590633
42,6:50-7:00,0.0,0.0,539.5974653454691,6104.79901755931,5505.246278286567,0.0
43,7:00-7:10,11.263693281759458,0.0,475.5036879159879,5505.246278286567,4976.908847268803,0.0
44,7:10-7:20,440.2162478218637,0.0,0.0,4976.908847268803,4976.908847268803,0.0
45,7:20-7:30,380.24768324713824,0.0,0.0,4976.908847268803,4976.908847268803,0.0
46,7:30-7:40,295.2311528700603,0.0,0.0,4976.908847268803,4976.908847268803,0.0
47,7:40-7:50,0.0,0.0,362.98476261558403,4976.908847268803,4573.592444362598,0.0
48,7:50-8:00,0.0,0.0,514.9045867994454,4573.592444362598,4001.476236807659,0.0
49,8:00-8:10,0.0,0.0,482.5064060046594,4001.476236807659,3465.3580079135927,0.2974439953404726
50,8:10-8:20,0.0,0.0,414.83017871484674,3465.3580079135927,3004.4355871193184,23.541221285153142
51,8:20-8:30,0.0,0.0,385.1139107772201,3004.4355871193184,2576.5312418112962,26.043589222780042
52,8:30-8:40,0.0,0.0,321.15535001117235,2576.5312418112962,2219.691964021105,11.516833322160778
53,8:40-8:50,0.0,0.0,266.4280470698285,2219.691964021105,1923.6608006101844,11.577086263504839
54,8:50-9:00,0.0,0.0,225.70721259804344,1923.6608006101844,1672.8750088345805,37.11320406862336
55,9:00-9:10,0.0,0.0,161.7185190884204,1672.8750088345805,1493.1877654030022,59.56524757824627
56,9:10-9:20,0.0,0.0,112.69984023638062,1493.1877654030022,1367.9657206959128,37.818526430286056
57,9:20-9:30,0.0,0.0,86.9524135270076,1367.9657206959128,1271.3519278881265,0.0
58,9:30-9:40,0.0,0.0,44.6722026732009,1271.3519278881265,1221.7161471401255,0.0
59,9:40-9:50,0.0,0.0,14.156071624086053,1221.7161471401255,1205.9871786689187,27.101278375913807
60,9:50-10:00,0.0,0.0,5.38809821239397,1205.9871786689187,1200.0004028773699,39.81898512093926
61,10:00-10:10,0.0,7.6931704560856815,0.0,1200.0004028773699,1206.924256287847,0.0
62,10:10-10:20,0.0,20.957989269632208,0.0,1206.924256287847,1225.786446630516,0.0
