时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
1,0:00-0:10,1448.3361324940645,833.3333333333333,0.0,5767.773587600908,6517.773587600908,0.0
2,0:10-0:20,1438.429259599813,833.3333333333333,0.0,6517.773587600908,7267.773587600908,0.0
3,0:20-0:30,1457.2403304686409,833.3333333333333,0.0,7267.773587600908,8017.773587600908,0.0
4,0:30-0:40,1483.9415342840139,833.3333333333333,0.0,8017.773587600908,8767.773587600908,0.0
5,0:40-0:50,1498.132416809927,833.3333333333333,0.0,8767.773587600908,9517.773587600908,0.0
6,0:50-1:00,656.9241526037382,0.0,0.0,9517.773587600908,9517.773587600908,0.0
7,1:00-1:10,632.8617664167704,0.0,0.0,9517.773587600908,9517.773587600908,0.0
8,1:10-1:20,639.3500078275254,0.0,0.0,9517.773587600908,9517.773587600908,0.0
9,1:20-1:30,1256.6121996421825,591.3626804434352,0.0,9517.773587600908,10050.0,0.0
10,1:30-1:40,658.9870750143883,0.0,0.0,10050.0,10050.0,0.0
11,1:40-1:50,663.0946333141835,0.0,0.0,10050.0,10050.0,0.0
12,1:50-2:00,684.1699366417504,0.0,0.0,10050.0,10050.0,0.0
13,2:00-2:10,684.6511518253012,0.0,0.0,10050.0,10050.0,0.0
14,2:10-2:20,683.4762532374533,0.0,0.0,10050.0,10050.0,0.0
15,2:20-2:30,692.963451525862,0.0,0.0,10050.0,10050.0,0.0
16,2:30-2:40,701.4665098336849,0.0,0.0,10050.0,10050.0,0.0
17,2:40-2:50,692.3111008027635,0.0,0.0,10050.0,10050.0,0.0
18,2:50-3:00,677.8130402891682,0.0,0.0,10050.0,10050.0,0.0
19,3:00-3:10,690.3883131320496,0.0,0.0,10050.0,10050.0,6.369370201283687
20,3:10-3:20,709.8895870865621,0.0,0.0,10050.0,10050.0,0.0
21,3:20-3:30,714.7860715657952,0.0,0.0,10050.0,10050.0,0.0
22,3:30-3:40,708.6213521112091,0.0,0.0,10050.0,10050.0,0.0
23,3:40-3:50,709.2913879839265,0.0,0.0,10050.0,10050.0,28.02956201607344
24,3:50-4:00,720.9398412610756,0.0,0.0,10050.0,10050.0,0.0
25,4:00-4:10,728.7152963403183,0.0,0.0,10050.0,10050.0,0.0
26,4:10-4:20,742.7492462367848,0.0,0.0,10050.0,10050.0,0.0
27,4:20-4:30,762.8654184054349,0.0,0.0,10050.0,10050.0,0.0
28,4:30-4:40,759.7454316112107,0.0,0.0,10050.0,10050.0,0.0
29,4:40-4:50,749.4538488062735,0.0,0.0,10050.0,10050.0,0.0
30,4:50-5:00,754.2481454184717,0.0,0.0,10050.0,10050.0,0.0
31,5:00-5:10,778.5148223633588,0.0,0.0,10050.0,10050.0,0.0
