date,t,time_period,initial_purchase_kwh,final_purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,actual_load_kwh,actual_pv_kwh,soc_before_kwh,soc_after_kwh,surplus_kwh,price_yuan_per_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,0,0:00-0:10,1276.7814778091222,1276.7814778091222,833.3333333333333,0.0,0.0,422.0303666666667,0.0,1200.0,1950.0,21.4177778091223,0.4248,542.3767717733151,0.0,0.0,542.3767717733151
2025-02-01,1,0:10-0:20,1282.7382337240815,1282.7382337240815,833.3333333333334,0.0,0.0,415.4073166666667,0.0,1950.0,2700.0,33.99758372408144,0.4245,544.5223802158725,0.0,0.0,544.5223802158725
2025-02-01,2,0:20-0:30,1296.2677894132555,1296.2677894132555,833.3333333333335,0.0,0.0,410.7166666666667,0.0,2700.0,3450.0,52.21778941325533,0.4269,553.3767193005187,0.0,0.0,553.3767193005187
2025-02-01,3,0:30-0:40,1284.4189802122294,1284.4189802122294,833.3333333333334,0.0,0.0,430.29479999999995,0.0,3450.0,4200.0,20.790846878896104,0.4272,548.7037883466644,0.0,0.0,548.7037883466644
2025-02-01,4,0:40-0:50,1291.8460324035118,1291.8460324035118,833.3333333333334,0.0,0.0,424.4105833333333,0.0,4200.0,4950.0,34.10211573684512,0.4271,551.7474404395399,0.0,0.0,551.7474404395399
2025-02-01,5,0:50-1:00,1320.5684419510408,1320.5684419510408,833.3333333333333,0.0,0.0,406.0516666666666,0.0,4950.0,5700.0,81.18344195104089,0.4285,565.863577376021,0.0,0.0,565.863577376021
2025-02-01,6,1:00-1:10,1147.5501593564784,1147.5501593564784,666.6666666666666,0.0,0.0,436.7501833333333,0.0,5700.0,6300.0,44.133309356478435,0.4311,494.7088736985778,0.0,0.0,494.7088736985778
2025-02-01,7,1:10-1:20,1298.1365763494327,1298.1365763494327,833.3333333333334,0.0,0.0,451.7976833333333,0.0,6300.0,7050.0,13.005559682766147,0.4302,558.458355145526,0.0,0.0,558.458355145526
2025-02-01,8,1:20-1:30,1298.7784283508718,1298.7784283508718,833.3333333333333,0.0,0.0,446.08,0.0,7050.0,7800.0,19.36509501753858,0.4279,555.747289491338,0.0,0.0,555.747289491338
2025-02-01,9,1:30-1:40,481.5160949890539,481.5160949890539,0.0,0.0,0.0,471.7663333333333,0.0,7800.0,7800.0,9.74976165572059,0.4312,207.62974015928006,0.0,0.0,207.62974015928006
